Token;Label_Maj;Quaero_Maj
toi;;
-0;;
même;;
le;;
bracelet;;
à;;
madame;;
.;;
»;;
"
";;
La;PER;
petite;PER;
Jeanne;PER;
regarda;;
sa;;
mère;;
;;
qui;;
lui;;
dit;;
:;;
"
";;
«;;
Va;;
;;
ma;;
fille;;
;;
et;;
sois;;
bien;;
honnête;;
.;;
»;;
"

";;
Madame;PER;
Dumont;PER;
.;;
.;;
"

";;
La;;
servante;;
prit;;
Jeanne;PER;
par;;
la;;
main;;
et;;
la;;
fit;;
en-;;
"
";;
tree;;
dans;;
la;;
maison;;
.;;
Elles;;
montèrent;;
un;;
grand;;
"
";;
escalier;;
et;;
traversèrent;;
une;;
chambre;;
pleine;;
de;;
"
";;
beaux;;
meubles;;
.;;
Jeanne;PER;
ouvrait;;
de;;
grands;;
yeux;;
;;
car;;
"
";;
elle;;
n';;
avait;;
jamais;;
rien;;
vu;;
de;;
semblable;;
.;;
Elles;;
en-;;
"
";;
trèrent;;
dans;;
une;;
autre;;
chambre;;
où;;
il;;
y;;
avait;;
deux;;
"
";;
lits;;
tout;;
blancs;;
.;;
Mme;PER;
Dumont;PER;
était;;
occupée;;
à;;
poi-;;
"

";;
er;;
les;;
cheveux;;
blonds;;
d';;
une;;
petite;;
demoiselle;;
"
";;
qui;;
était;;
de;;
l';;
âge;;
de;;
Jeanne;PER;
;;
et;;
qui;;
se;;
mit;;
à;;
diro;;
:;;
"

";;
«;;
Ah;;
!;;
maman;;
;;
la;;
jolie;;
petite;;
fille;;
";";;
voyez;;
donc;;
!;;
»;;
"

";;
Mme;PER;
Dumont;PER;
leva;;
les;;
yeux;;
;;
et;;
sa;;
servante;;
lui;;
"
";;
dit;;
:;;
"

";;
«;;
Cette;;
enfant;;
a;;
trouvé;;
le;;
bracelet;;
de;;
ma-;;
"
";;
dame;;
et;;
vient;;
le;;
lui;;
rapporter;;
.;;
Allons;;
;;
petite;;
;;
"
";;
avance;;
donc;;
";";;
madame;;
est;;
bien;;
bonne;;
";";;
n';;
aie;;
pas;;
"
";;
peur;;
!;;
»;;
"

";;
Jeanne;PER;
se;;
laissa;;
mener;;
par;;
la;;
servante;;
en;;
tenant;;
"
";;
la;;
tête;;
baissée;;
et;;
sans;;
oser;;
seulement;;
lever;;
les;;
"
";;
yeux;;
.;;
"

";;
La;;
dame;;
lui;;
dit;;
:;;
"

";;
«;;
Tu;;
ne;;
sais;;
pas;;
tout;;
le;;
plaisir;;
que;;
tu;;
me;;
fais;;
;;
"
";;
mon;;
enfant;;
;;
en;;
me;;
rapportant;;
ce;;
bracelet;;
.;;
Qui;;
"
";;
es;;
-0;;
tu;;
donc;;
?;;
»;;
"

";;
19;;
PREMIÈRE;;
PARTIE;;
.;;
"

";;
Comme;;
Jeanne;PER;
ne;;
disait;;
rien;;
;;
la;;
servante;;
répon-;;
"
";;
dit;;
pour;;
alle;;
"

";;
«;;
Madame;;
;;
sa;;
mère;;
est;;
en;;
bas;;
à;;
la;;
porte;;
";";;
c';;
est;;
"
";;
une;;
pauvre;;
femme;;
qui;;
demande;;
son;;
pain;;
.;;
"

";;
—;;
Je;;
descendrai;;
la;;
voir;;
aussitôt;;
que;;
j';;
aurai;;
re-;;
"

";;
levé;;
les;;
chevaux;;
d';;
Isaure;PER;
.;;
"
";;
—;;
Madeleine;PER;
;;
s';;
écrin;;
la;;
petite;;
demciselle;;
"

";;
blonde;;
;;
j';;
espère;;
que;;
tu;;
ne;;
diras;;
plus;;
que;;
le;;
"
";;
vendredi;;
est;;
un;;
jour;;
de;;
malheur;;
:;;
tu;;
vois;;
bion;;
"

";;
que;;
l';;
on;;
pout;;
être;;
houreux;;
ee;;
jour;;
-là;;
tout;;
comme;;
"
";;
un;;
autro;;
.;;
|;;
"

";;
—;;
Et;;
je;;
ne;;
veux;;
pas;;
qu';;
il;;
n';;
y;;
ait;;
de;;
bonheur;;
"
";;
que;;
pour;;
moi;;
aujourd'hui;;
;;
ajoute;;
Mme;PER;
Dumont;PER;
";";;
"
";;
cette;;
pauvre;;
femme;;
sera;;
bien;;
récompensée;;
.;;
»;;
"

";;
Mme;PER;
Dumont;PER;
descendit;;
alors;;
;;
suivie;;
d';;
Isauro;PER;
et;;
"
";;
de;;
la;;
servante;;
;;
qui;;
tenait;;
toujours;;
Jeanne;PER;
par;;
la;;
"
";;
main;;
.;;
Quand;;
elle;;
fut;;
arrivée;;
au;;
bus;;
de;;
l';;
escalier;;
;;
"
";;
elle;;
appela;;
Catherine;PER;
;;
et;;
;;
la;;
voyant;;
si;;
pâle;;
;;
elle;;
la;;
"

";;
fit;;
asseoir;;
.;;
"
";;
«;;
Où;;
avez;;
-vous;;
donc;;
trouvé;;
mon;;
bracelet;;
?;;
"

";;
—;;
Madome;PER;
;;
c';;
est;;
Jeanre;PER;
;;
ma;;
petite;;
fille;;
;;
qui;;
l';;
a;;
"
";;
vu;;
reluire;;
au;;
soleil;;
et;;
qui;;
l';;
a;;
ramassé;;
au;;
bord;;
du;;
"
";;
fossé;;
sur;;
la;;
route;;
"

";;
_;;
—;;
Je;;
vous;;
remercie;;
de;;
me;;
l';;
avoir;;
rapporté;;
;;
et;;
"
";;
voici;;
quinze;;
francs;;
pour;;
vous;;
récompenser;;
de;;
"
";;
votre;;
probité;;
.;;
"

";;
—;;
Oh;;
!;;
merci;;
;;
madame;;
:;;
je;;
n';;
ai;;
fait;;
que;;
mon;;
"
";;
devoir;;
en;;
vous;;
rendant;;
ce;;
qui;;
vous;;
appartient;;
";";;
je;;
"
";;
ne;;
dois;;
pas;;
en;;
être;;
récompensée;;
.;;
"

";;
°;;
_;;
—;;
Eh;;
bien;;
!;;
comme;;
vous;;
m';;
avez;;
fait;;
un;;
grand;;
"
";;
plaisir;;
;;
je;;
veux;;
vous;;
en;;
faire;;
un;;
aussi;;
:;;
prenez;;
"

";;
done;;
cet;;
argent;;
.;;
"

";;
ENFANCE;;
DE;;
JEANNE;PER;
.;;
14;;
"

";;
—;;
Que;;
Dieu;MISC;
vous;;
bénisse;;
;;
madame;;
;;
pour;;
le;;
"
";;
bion;;
que;;
vous;;
me;;
faites;;
!;;
"

";;
—;;
Mais;;
;;
dites;;
-moi;;
:;;
il;;
me;;
semble;;
que;;
je;;
ne;;
vous;;
"
";;
ai;;
jamais;;
vue;;
dans;;
çe;;
paya;;
-0;;
ei;;
?;;
Pourquoi;;
mendioz-;;
"
";;
vous;;
donc;;
;;
étant;;
ancure;;
dans;;
la;;
foree;;
de;;
l';;
âge;;
?;;
"

";;
—;;
C';;
est;;
que;;
;;
madame;;
;;
j';;
y;;
suis;;
forcée;;
par;;
mu;;
"
";;
grande;;
misère;;
;;
»;;
"

";;
Alors;;
elle;;
raconta;;
son;;
malbeur;;
et;;
la;;
charité;;
de;;
"
";;
la;PER;
mère;PER;
Nannette;PER;
.;;
"

";;
«;;
Catherine;PER;
;;
vous;;
enverrez;;
votre;;
petite;;
fille;;
ici;;
"
";;
tous;;
les;;
vendredis;;
;;
et;;
je;;
lui;;
donnerai;;
une;;
pièce;;
du;;
"
";;
cinquante;;
centimes;;
.;;
"

";;
—;;
Que;;
Dieu;;
vous;;
récompense;;
;;
madame;;
!;;
»;;
"

";;
Et;;
Catherine;PER;
;;
ayant;;
pris;;
sa;;
fille;;
par;;
la;;
main;;
;;
"
";;
sortit;;
pour;;
retourner;;
chez;;
la;PER;
mère;PER;
Nannette;PER;
.;;
"

";;
En;;
entrant;;
;;
elle;;
lui;;
présenta;;
les;;
trois;;
pièces;;
de;;
"
";;
cinq;;
francs;;
qu';;
on;;
lui;;
avait;;
données;;
:;;
"

";;
«;;
Prenez;;
-0;;
les;;
;;
mère;PER;
Nannette;PER;
";";;
ca;;
vous;;
dédomma-;;
"
";;
gera;;
un;;
peu;;
";";;
car;;
il;;
n';;
est;;
pas;;
juste;;
que;;
vous;;
me;;
lo-;;
"
";;
giez;;
pour;;
rien;;
si;;
je;;
puis;;
vous;;
donner;;
quelque;;
chose;;
;;
"

";;
—;;
Vous;;
savez;;
bien;;
;;
Catherine;PER;
;;
que;;
je;;
ne;;
veux;;
"
";;
rien;;
accepter;;
pour;;
cela;;
";";;
ce;;
n';;
est;;
pas;;
une;;
grande;;
"
";;
gène;;
pour;;
moi;;
de;;
vous;;
avoir;;
dans;;
ma;;
maison;;
;;
qui;;
"
";;
peut;;
nous;;
loger;;
toutes;;
les;;
deux;;
";";;
mon;;
feu;;
peut;;
"
";;
faire;;
bouillir;;
votre;;
pot;;
en;;
même;;
temps;;
que;;
le;;
mien;;
.;;
"
";;
Mais;;
donnez;;
-moi;;
votre;;
argent;;
";";;
je;;
vous;;
le;;
garderai;;
"
";;
pour;;
acheter;;
ce;;
qui;;
vous;;
sera;;
nécessaire;;
.;;
»;;
"

";;
Catherine;PER;
va;;
dans;;
son;;
village;;
.;;
"

";;
Après;;
s';;
être;;
reposée;;
tout;;
le;;
reste;;
de;;
la;;
journée;;
;;
"
";;
Catherine;PER;
se;;
coucha;;
de;;
bonne;;
heure;;
.;;
Le;;
lende-;;
"

";;
it;;
PREMIÈRE;;
PARTIE;;
.;;
"

";;
main;;
elle;;
éveailla;;
Jeanne;PER;
de;;
bon;;
matn;;
";";;
elle;;
l';;
ha-;;
"
";;
hilla;;
et;;
lui;;
lava;;
les;;
mains;;
et;;
le;;
visage;;
";";;
puis;;
;;
après;;
"
";;
lui;;
avoir;;
fait;;
faire;;
sa;;
prière;;
;;
elle;;
lui;;
dit;;
:;;
"

";;
«;;
Ma;;
lle;;
;;
il;;
faut;;
que;;
j';;
aille;;
à;;
notre;;
village;;
pour;;
"
";;
prier;;
maître;PER;
Guillaume;PER;
de;;
m';;
amener;;
ici;;
notre;;
"
";;
pauvre;;
mobilier;;
;;
Je;;
ne;;
peux;;
pas;;
t';;
emmencr;;
;;
tu;;
es;;
"
";;
trop;;
petite;;
pour;;
faire;;
tant;;
de;;
chemin;;
";";;
tu;;
ne;;
mar-;;
"
";;
cherais;;
pne;;
pendant;;
trois;;
lieues;;
de;;
suite;;
.;;
Si;;
la;PER;
"
";PER;
mère;PER;
Nannette;PER;
;;
qui;;
est;;
une;;
brave;;
femme;;
;;
veut;;
"
";;
bien;;
te;;
garder;;
avec;;
elle;;
pendant;;
ce;;
temps;;
-là;;
;;
j';;
irai;;
"
";;
trouver;;
maître;PER;
Guillaume;PER;
;;
et;;
tu;;
m';;
attendras;;
ici;;
";";;
"
";;
je;;
coucherai;;
dans;;
sa;;
grange;;
;;
et;;
demain;;
de;;
bonne;;
"
";;
heure;;
je;;
scrai;;
de;;
retour;;
.;;
»;;
"

";;
La;PER;
petite;PER;
Jeanne;PER;
pleura;;
un;;
peu;;
";";;
mais;;
;;
quand;;
"
";;
elle;;
eut;;
considéré;;
la;;
bonne;;
figure;;
de;;
la;PER;
mère;PER;
Nan-;PER;
"
";PER;
nette;PER;
;;
elle;;
dit;;
qu';;
elle;;
voulait;;
bien;;
rester;;
";";;
Cathe-;PER;
"
";PER;
rine;PER;
partit;;
;;
et;;
Jeanne;PER;
;;
s';;
approchant;;
tout;;
douce-;;
"
";;
ment;;
de;;
la;PER;
mère;PER;
Nannette;PER;
;;
lui;;
dit;;
:;;
"

";;
«;;
Voulez;;
-vous;;
m';;
emmener;;
aux;;
champs;;
avec;;
"
";;
vous;;
?;;
je;;
garderai;;
bien;;
les;;
oisons;;
.;;
"

";;
—;;
Oui;;
;;
ma;;
Jeanne;PER;
;;
je;;
ne;;
demande;;
pas;;
mieux;;
.;;
»;;
"

";;
Après;;
l';;
avoir;;
fait;;
déjeuner;;
avec;;
elle;;
;;
la;PER;
mère;PER;
"
";PER;
Nannette;PER;
armena;;
les;;
oisons;;
sous;;
le;;
noyer;;
;;
et;;
Jeanne;PER;
"
";;
les;;
gardo;;
pendant;;
que;;
la;;
vieille;;
femme;;
détachait;;
sa;;
"
";;
vache;;
et;;
sa;;
chèvre;;
.;;
Cette;;
petite;;
s’;;
entendait;;
si;;
bien;;
à;;
"
";;
conduire;;
les;;
oies;;
et;;
à;;
lesempêcher;;
de;;
faire;;
du;;
dom-;;
"
";;
mage;;
;;
que;;
la;PER;
mère;PER;
Nannette;PER;
en;;
était;;
tout;;
étonnée;;
;;
"

";;
Vers;;
les;;
dix;;
heures;;
;;
comme;;
il;;
commençait;;
à;;
"
";;
faire;;
chaud;;
;;
elles;;
firent;;
rentrer;;
les;;
bêtes;;
;;
qui;;
ne;;
"
";;
voulaient;;
plus;;
manger;;
dehors;;
;;
parce;;
qu’;;
elles;;
"
";;
étaient;;
tourmentées;;
par;;
les;;
mouches;;
.;;
Jeanne;PER;
vou-;;
"
";;
lut;;
-0;;
ensuite;;
aller;;
à;;
l';;
herbe;;
";";;
elle;;
en;;
ramassa;;
un;;
bon;;
"

 

";;
ENFANCE;;
DE;;
JEANNE;PER;
.;;
15;;
"

";;
petit;;
paquet;;
qu';;
elle;;
lin;;
dans;;
son;;
tablier;;
;;
et;;
elle;;
le;;
"
";;
posa;;
sur;;
sa;;
tête;;
on;;
le;;
maintenant;;
avec;;
ses;;
deux;;
"
";;
petites;;
mains;;
;;
pour;;
le;;
rapporter;;
à;;
la;;
maison;;
;;
La;PER;
"
";PER;
mère;PER;
Nannette;PER;
lui;;
donna;;
des;;
prunes;;
pour;;
son;;
goû-;;
"
";;
ter;;
";";;
et;;
;;
quand;;
la;;
chaleur;;
fut;;
tombée;;
;;
elles;;
firent;;
"
";;
sortir;;
encore;;
les;;
bestiaux;;
;;
et;;
ne;;
les;;
ramentrent;;
"
";;
qu';;
à;;
la;;
brune;;
;;
en;;
passant;;
par;;
l';;
abreuvoir;;
.;;
On;;
leur;;
"
";;
donna;;
pour;;
la;;
nuit;;
une;;
grande;;
partio;;
de;;
l';;
herbe;;
"
";;
qui;;
avait;;
été;;
ramassée;;
.;;
La;PER;
mère;PER;
Nannette;PER;
fit;;
une;;
"
";;
bonne;;
soupe;;
aux;;
pommes;;
de;;
terre;;
;;
et;;
Jeanne;PER;
;;
qui;;
"
";;
n';;
était;;
pas;;
habituée;;
à;;
en;;
avoir;;
de;;
pareille;;
;;
en;;
"
";;
mangea;;
une;;
grande;;
assiettée;;
";";;
puis;;
elle;;
se;;
coucha;;
.;;
"
";;
L';;
enfant;;
était;;
bien;;
un;;
peu;;
lasse;;
;;
mais;;
très;;
-0;;
contente;;
"
";;
d';;
avoir;;
aidé;;
la;PER;
mère;PER;
Nannette;PER;
.;;
"

";;
La;PER;
mèro;PER;
Nannette;PER;
mène;;
Jeanne;PER;
à;;
la;;
messe;;
.;;
"

";;
Le;;
lendemain;;
;;
en;;
s’;;
éveillant;;
;;
la;PER;
petite;PER;
Jeanne;PER;
"
";;
appela;;
sa;;
mère;;
";";;
puis;;
;;
se;;
souvenant;;
qu';;
elle;;
n';;
était;;
"
";;
pas;;
là;;
;;
elle;;
se;;
leva;;
;;
s';;
habilla;;
et;;
pria;;
la;PER;
mère;PER;
Nan-;PER;
"
";PER;
nette;PER;
de;;
la;;
laver;;
et;;
de;;
la;;
peigner;;
;;
comme;;
faisait;;
"
";;
Catherine;PER;
";";;
ensuite;;
;;
elle;;
se;;
mit;;
à;;
genoux;;
et;;
fit;;
sa;;
"
";;
prière;;
.;;
"

";;
«;;
Quelles;;
prières;;
sais;;
-0;;
tu;;
?;;
lui;;
demanda;;
La;PER;
mère;PER;
"
";PER;
Nannette;PER;
.;;
"

";;
—;;
de;;
sais;;
Notre;MISC;
Père;MISC;
et;;
Je;MISC;
vous;MISC;
salue;MISC;
;MISC;
Marie;MISC;
.;;
"

";;
—;;
Dis;;
-0;;
les;;
donc;;
tout;;
haut;;
.;;
»;;
"

";;
Jeanne;PER;
les;;
récita;;
sans;;
en;;
manquer;;
un;;
mot;;
.;;
"
";;
Quand;;
elle;;
eut;;
fini;;
;;
comme;;
elle;;
restait;;
encore;;
à;;
"
";;
genoux;;
;;
la.mère;PER;
Nannette;PER;
lui;;
demanda;;
:;;
"

";;
«;;
Que;;
dis;;
-0;;
tu;;
donc;;
encore;;
?;;
"

";;
—;;
Je;;
demande;;
au;;
bon;;
Dieu;;
d’;;
avoir;;
pitié;;
de;;
"

";;
16;;
PREMIÈRE;;
PARTIE;;
.;;
"

";;
nous;;
et;;
de;;
bénir;;
tous;;
ceux;;
qui;;
nous;;
assistent;;
";";;
"
";;
je;;
dis;;
votre;;
nom;;
le;;
premier;;
et;;
celui;;
de;;
Mme;PER;
Du-;PER;
"
";;
mont;PER;
après;;
.;;
Maman;;
me;;
l';;
a;;
fait;;
dire;;
comme;;
cela;;
"
";;
hier;;
.;;
»;;
|;;
"

";;
La;;
messe;;
sonna;;
;;
et;;
la;PER;
mère;PER;
Nannette;PER;
prit;;
ses;;
"
";;
beaux;;
habits;;
;;
Elle;;
regarda;;
la;PER;
petite;PER;
Jeanne;PER;
;;
et;;
;;
lui;;
"
";;
voyant;;
un;;
fichu;;
tout;;
déchiré;;
;;
elle;;
lui;;
en;;
mit;;
un;;
"
";;
des;;
siens;;
";";;
puis;;
elles;;
partirent;;
pour;;
l';;
église;;
;;
em-;;
"
";;
portant;;
chacune;;
sa;;
chaise;;
.;;
"

";;
Pendant;;
toute;;
la;;
messe;;
;;
Jeanne;PER;
tint;;
un;;
chapelet;;
"
";;
quo;;
lui;;
avait;;
prèté;;
la;PER;
mère;PER;
Nannotte;PER;
;;
et;;
dit;;
ses;;
"
";;
prières;;
.;;
Elle;;
ne;;
tourna;;
point;;
la;;
tête;;
pour;;
voir;;
qui;;
"
";;
entrait;;
ni;;
qui;;
sortait;;
";";;
elle;;
se;;
mettait;;
à;;
genoux;;
en;;
"
";;
même;;
temps;;
que;;
tout;;
ls;;
monde;;
;;
et;;
se;;
relevait;;
"
";;
comme;;
les;;
autres;;
.;;
"

";;
M.;PER;
le;PER;
curé;PER;
;;
après;;
la;;
messe;;
;;
demanda;;
à;;
la;PER;
mère;PER;
"
";PER;
Nannette;PER;
où;;
elle;;
avait;;
pris;;
cette;;
enfant;;
-0;;
lù;;
.;;
Alors;;
"
";;
elle;;
lui;;
raconta;;
l';;
histoire;;
de;;
Catherine;PER;
.;;
"

";;
«;;
Mère;PER;
Nannette;PER;
;;
vous;;
êtes;;
une;;
digne;;
femme;;
;;
"
";;
lui;;
dit;;
-il;;
";";;
la;;
parole;;
de;;
Dieu;;
n';;
est;;
pas;;
perdue;;
pour;;
"
";;
vous;;
.;;
»;;
"

";;
Retour;;
de;;
Catherine;PER;
.;;
"

";;
Vers;;
midi;;
;;
l';;
on;;
vit;;
venir;;
maître;PER;
Guillaume;PER;
dans;;
"
";;
une;;
charrette;;
attelée;;
d';;
un;;
bel;;
âne;;
brun;;
.;;
Il;;
s';;
arrêta;;
"
";;
devant;;
la;;
porte;;
de;;
la;PER;
mère;PER;
Nannette;PER;
;;
et;;
fit;;
descen-;;
"
";;
dre;;
Catherine;PER;
;;
qui;;
fut;;
bien;;
contente;;
de;;
revoir;;
sa;;
"
";;
petite;PER;
Jeanne;PER;
qu';;
elle;;
n';;
avait;;
jamais;;
quitiée;;
aupa-;;
"
";;
ravant;;
.;;
Elle;;
détela;;
l';;
âne;;
";";;
la;PER;
mère;PER;
Nannette;PER;
le;;
prit;;
"
";;
par;;
le;;
licou;;
pour;;
l’;;
attacher;;
dans;;
l';;
étable;;
à;;
côté;;
de;;
"
";;
sa;;
vache;;
";";;
puis;;
elle;;
remplit;;
lo;;
râtelier;;
de;;
bon;;
trèfle;;
;;
"
";;
et;;
revint;;
aider;;
Guillaume;PER;
à;;
descendre;;
le;;
coffre;;
et;;
"

";;
ENFANCE;;
DE;;
JEANNE;PER;
.;;
17;;
"

";;
|;;
le;;
lit;;
de;;
Catherine;PER;
.;;
Ce;;
lit;;
avait;;
des;;
rideaux;;
de;;
touc;;
"
";;
|;;
rayée;;
et;;
une;;
paillasse;;
que;;
Guillaume;PER;
avait;;
rem-;;
"
";;
plie;;
de;;
paille;;
fraîche;;
;;
en;;
souvenir;;
de;;
son;;
amitié;;
"

 

";;
pour;;
son;;
parent;;
;;
l’;;
homme;;
défunt;;
de;;
Catherine;PER;
.;;
Il;;
"
";;
y;;
avait;;
aussi;;
une;;
petite;;
chaise;;
.;;
On;;
monia;;
le;;
ciel;;
"
";;
du;;
lit;;
dans;;
un;;
coin;;
de;;
la;;
chambre;;
;;
qui;;
était;;
fort;;
"

";;
14;;
PREMIÈRE;;
PARTIE;;
;;
:;;
"

";;
grande;;
";";;
on;;
mit;;
le;;
châlit;;
dessous;;
et;;
:;;
de;;
‘;;
coffre;;
au;;
"
";;
pied;;
du;;
lit;;
...;;
"

";;
-0;;
«;;
À;;
présent;;
que;;
tout;;
est;;
en;;
place;;
";";;
“;;
vous;;
allez;;
"
";;
goûter;;
aves;;
nous;;
;;
maître;PER;
Guillaume;PER;
;;
dit;;
la;PER;
mère;PER;
"
";PER;
Nannette;PER;
.;;
J';;
ai;;
fait;;
une;;
honne;;
fricassée;;
de;;
pommes;;
"
";;
de;;
terre;;
nouvelles;;
que;;
j';;
ai;;
accommodées;;
avec;;
mon;;
"
";;
beurre;;
tout;;
frais;;
";";;
j';;
ai;;
aussi;;
eueilli;;
une;;
salade;;
dans;;
"
";;
mon;;
jardin;;
;;
et;;
nous;;
l';;
assaisonnerons;;
avec;;
l';;
huile;;
"
";;
de;;
mon;;
noyer;;
;;
Mon;;
pain;;
n;;
2;;
que;;
quatre;;
jours;;
;;
et;;
"
";;
mes;;
pruniers;;
;;
sans;;
les;;
vanter;;
;;
donnent;;
d';;
excel-;;
"
";;
lentes;;
prunes;;
.;;
»;;
"

";;
En;;
disant;;
cela;;
;;
elle;;
alla;;
au;;
cellier;;
avec;;
la;PER;
petite;PER;
"
";;
Jeanne;PER;
;;
et;;
en;;
rapporta;;
du;;
vin;;
bien;;
rouge;;
;;
qui;;
écu-;;
"
";;
mait;;
tout;;
autour;;
de;;
la;;
gueule;;
du;;
broc;;
.;;
"

";;
«;;
Voyer;;
-vous;;
;;
maître;PER;
Guillaume;PER;
;;
dit;;
-elle;;
en;;
po-;;
"
";;
sant;;
le;;
vase;;
sur;;
la;;
table;;
;;
j';;
ai;;
toujours;;
un;;
quartaut;;
"
";;
de;;
bon;;
vin;;
en;;
perce;;
.;;
Si;;
quelque;;
voisin;;
reçoit;;
un;;
"
";;
mauvais;;
coup;;
;;
je;;
lui;;
en;;
porte;;
un;;
peu;;
";";;
quand;;
un;;
"
";;
malade;;
en;;
convalescence;;
n';;
a;;
pas;;
de;;
vin;;
pour;;
se;;
"
";;
refaire;;
;;
je;;
lui;;
en;;
donne;;
aussi;;
longtemps;;
qu';;
il;;
en;;
a;;
"
";;
besoin;;
";";;
et;;
tous;;
les;;
dimanches;;
j';;
en;;
donne;;
aussi;;
"
";;
une;;
chopine;;
au;;
père;PER;
Bonnet;PER;
;;
le;;
vieux;;
pauvre;;
du;;
"
";;
bourg;;
:;;
ça;;
le;;
réchauffe;;
;;
le;;
cher;;
homme;;
;;
qui;;
aura;;
"
";;
quatre-vingts;;
ans;;
à;;
Noël;MISC;
prochain;;
.;;
Pour;;
moi;;
;;
je;;
"
";;
n’;;
en;;
bois;;
guère;;
que;;
lorsque;;
j';;
ai;;
du;;
monde;;
;;
comme;;
"
";;
aujourd'hui;;
.;;
»;;
"

";;
L';;
on;;
se;;
mit;;
à;;
table;;
et;;
l';;
on;;
mangea;;
les;;
pommes;;
"
";;
de;;
terre;;
;;
qui;;
étaient;;
excellentes;;
.;;
Maître;PER;
Guillaume;PER;
;;
"
";;
remplissant;;
son;;
verre;;
jusqu';;
aux;;
bords;;
;;
se;;
leva;;
;;
"
";;
Ôta;;
son;;
chapeau;;
et;;
dit;;
:;;
"

";;
«;;
Je;;
bois;;
à;;
la;;
santé;;
de;;
la;PER;
mère;PER;
Nannette;PER;
;;
qui;;
a;;
"

";;
compassion;;
du;;
pauvre;;
monde;;
!;;
»;;
"

";;
ENFANCE;;
DE;;
JEANNE;PER;
;;
19;;
"

";;
Quand;;
on;;
ent;;
fini;;
;;
la;PER;
mère;PER;
Nannette;PER;
tira;;
un;;
bon;;
"
";;
seau;;
d';;
eau;;
fraîche;;
pour;;
faire;;
hoire;;
l';;
âne;;
de;;
maître;PER;
"
";PER;
Guillaume;PER;
.;;
11;;
l';;
attela;;
et;;
s';;
en;;
retaurna;;
chez;;
lui;;
.;;
"

";;
Catherine;PER;
va;;
à;;
la;;
porte;;
de;;
M.;PER;
le;PER;
curé;PER;
;;
"

";;
Après;;
le;;
départ;;
de;;
maître;PER;
Guillaume;PER;
;;
Catherine;PER;
"
";;
prit;;
sa;;
fille;;
par;;
la;;
main;;
et;;
lui;;
donna;;
son;;
bissac;;
";";;
"
";;
elles;;
firent;;
une;;
tournée;;
dans;;
le;;
bourg;;
et;;
dans;;
les;;
"
";;
métairies;;
des;;
environs;;
.;;
En;;
passant;;
;;
elles;;
s';;
arrôtè-;;
"
";;
rent;;
devant;;
la;;
porte;;
de;;
M.;PER;
le;PER;
euré;PER;
;;
qui;;
les;;
fit;;
entror;;
.;;
"

";;
«;;
Ma;;
bonne;;
femme;;
;;
dit;;
-il;;
à;;
Catherine;PER;
;;
pour-;;
"
";;
quoi;;
ne;;
placez;;
-vous;;
pas;;
cette;;
enfant;;
chez;;
quelque;;
"
";;
cultivateur;;
qui;;
l';;
enverrait;;
aux;;
champs;;
garder;;
les;;
"
";;
bestiaux;;
?;;
Elle;;
y;;
serait;;
plus;;
heureuse;;
qu';;
elle;;
ne;;
peut;;
"
";;
l';;
être;;
avec;;
vous;;
;;
et;;
elle;;
ne;;
s';;
accoutumerait;;
pas;;
à;;
"
";;
mendier;;
.;;
Prenez;;
garde;;
!;;
vous;;
en;;
ferez;;
une;;
fai-;;
"
";;
néante;;
.;;
"

";;
—;;
Monsieur;PER;
le;PER;
euré;PER;
;;
il;;
y;;
a;;
longtemps;;
que;;
j';;
y;;
"
";;
ai;;
pensé;;
;;
et;;
je;;
vous;;
assure;;
que;;
c';;
est;;
un;;
grand;;
cha-;;
"
";;
grin;;
pour;;
moi;;
que;;
de;;
la;;
voir;;
aller;;
aux;;
portes;;
:;;
il;;
"
";;
ÿ;;
a;;
même;;
des;;
jours;;
où;;
elle;;
ne;;
peut;;
s’;;
y;;
décider;;
";";;
"
";;
mais;;
je;;
suis;;
si;;
faible;;
;;
si;;
malade;;
;;
que;;
je;;
ne;;
pour-;;
"
";;
rai;;
sortir;;
de;;
tout;;
l';;
hiver;;
.;;
"

";;
—;;
Pourquoi;;
donc;;
cela;;
?;;
"

";;
—;;
C';;
est;;
que;;
les;;
médecins;;
l';;
ont;;
défendu;;
;;
parce;;
"
";;
qu';;
ils;;
disent;;
que;;
j';;
ai;;
les;;
poumons;;
attaqués;;
.;;
Je;;
"
";;
tousse;;
beaucoup;;
et;;
je;;
suis;;
incapable;;
de;;
travailler;;
";";;
"
";;
si;;
Jeanne;PER;
ne;;
va;;
pas;;
demander;;
du;;
pain;;
pour;;
moi;;
;;
"
";;
il;;
faudra;;
donc;;
mourir;;
de;;
faim;;
!;;
Mais;;
soyez;;
tran-;;
"
";;
quille;;
;;
monsieur;PER;
le;PER;
curé;PER;
;;
je;;
placerai;;
ma;;
petite;;
"
";;
Jeanue;PER;
chez;;
d';;
honnêtes;;
gens;;
aussitôt;;
.;;
que;;
je;;
le;;
"

 

";;
80;;
PREMIÈRE;;
PARTIR;;
.;;
"

";;
pourrai;;
";";;
ga;;
mo;;
peine;;
bien;;
trop;;
de;;
mendier;;
à;;
mon;;
"
";;
âge;;
;;
pour;;
vouloir;;
que;;
ma;;
fille;;
on;;
fasse;;
autant;;
.;;
"

";;
—;;
Vous;;
avez;;
raison;;
;;
ma;;
brave;;
femme;;
.;;
Nous;;
"
";;
verrons;;
dans;;
