Token;Label_Maj;Quaero_Maj
Je;;
n';;
eus;;
que;;
le;;
temps;;
de;;
me;;
jeter;;
derrière;;
un;;
bouquet;;
de;;
lauriers;;
roses;;
0;;
et;;
à;;
plat;;
ventre;;
0;;
s';;
il;;
vous;;
plaît;;
...;;
Les;;
hommes;;
passèrent;;
près;;
de;;
moi;;
sans;;
me;;
voir;;
...;;
Je;;
crus;;
distinguer;;
la;;
voix;;
du;;
concierge;PER;
Colombe;PER;
0;;
ce;;
qui;;
me;;
rassura;;
un;;
peu;;
";";;
mais;;
0;;
c';;
est;;
égal;;
0;;
dès;;
qu';;
ils;;
furent;;
loin;;
je;;
sortis;;
de;;
ma;;
cachette;;
et;;
je;;
les;;
suivis;;
à;;
distance;;
pour;;
voir;;
ce;;
que;;
tout;;
cela;;
deviendrait;;
...;;
"
";;
Ces;;
étrangers;;
restèrent;;
longtemps;;
dans;;
mon;;
île;;
.;;
"
";;
Ils;;
la;;
visitèrent;;
d';;
un;;
bout;;
à;;
l';;
autre;;
dans;;
tous;;
ses;;
détails;;
.;;
Je;;
les;;
vis;;
entrer;;
dans;;
mes;;
grottes;;
et;;
sonder;;
avec;;
leurs;;
cannes;;
la;;
profondeur;;
de;;
mes;;
océans;;
.;;
De;;
temps;;
en;;
temps;;
ils;;
s';;
arrêtaient;;
et;;
remuaient;;
la;;
tête;;
.;;
"
";;
Toute;;
ma;;
crainte;;
était;;
qu';;
ils;;
ne;;
vinssent;;
à;;
découvrir;;
mes;;
résidences;;
...;;
Que;;
serais;;
-je;;
devenu;;
0;;
grand;;
Dieu;MISC;
!;;
"
";;
Heureusement;;
0;;
il;;
n';;
en;;
fut;;
rien;;
0;;
et;;
au;;
bout;;
d';;
une;;
demi-heure;;
0;;
les;;
hommes;;
se;;
retirèrent;;
sans;;
se;;
douter;;
seulement;;
que;;
l';;
île;;
était;;
habitée;;
.;;
Dès;;
qu';;
ils;;
furent;;
partis;;
0;;
je;;
courus;;
m';;
enfermer;;
dans;;
une;;
de;;
mes;;
cabanes;;
0;;
et;;
passai;;
là;;
le;;
reste;;
du;;
jour;;
à;;
me;;
demander;;
quels;;
étaient;;
ces;;
hommes;;
et;;
ce;;
qu';;
ils;;
étaient;;
venus;;
faire;;
.;;
"
";;
J';;
allais;;
le;;
savoir;;
bientôt;;
.;;
"
";;
Le;;
soir;;
0;;
à;;
souper;;
0;;
M.;PER;
Eyssette;PER;
nous;;
annonça;;
solennellement;;
que;;
la;;
fabrique;;
était;;
vendue;;
0;;
et;;
que;;
0;;
dans;;
un;;
mois;;
0;;
nous;;
partirions;;
tous;;
pour;;
Lyon;LOC;loc.adm.town
0;;
où;;
nous;;
allions;;
demeurer;;
désormais;;
.;;
"
";;
Ce;;
fut;;
un;;
coup;;
terrible;;
.;;
Il;;
me;;
sembla;;
que;;
le;;
ciel;;
croulait;;
.;;
La;;
fabrique;;
vendue;;
!;;
...;;
Eh;;
bien;;
0;;
et;;
mon;;
île;;
0;;
mes;;
grottes;;
0;;
mes;;
cabanes;;
?;;
Hélas;;
!;;
l';;
île;;
0;;
les;;
grottes;;
0;;
les;;
cabanes;;
0;;
M.;PER;
Eyssette;PER;
avait;;
tout;;
vendu;;
";";;
il;;
fallait;;
tout;;
quitter;;
.;;
Dieu;MISC;
0;;
que;;
je;;
pleurais;;
!;;
...;;
"
";;
Pendant;;
un;;
mois;;
0;;
tandis;;
qu';;
à;;
la;;
maison;;
on;;
emballait;;
les;;
glaces;;
0;;
la;;
vaisselle;;
0;;
je;;
me;;
promenais;;
triste;;
et;;
seul;;
dans;;
ma;;
chère;;
fabrique;;
0;;
Je;;
n';;
avais;;
plus;;
le;;
cœur;;
à;;
jouer;;
0;;
vous;;
pensez;;
...;;
oh;;
!;;
non;;
...;;
J';;
allais;;
m';;
asseoir;;
dans;;
tous;;
les;;
coins;;
0;;
et;;
regardant;;
les;;
objets;;
autour;;
de;;
moi;;
0;;
je;;
leur;;
parlais;;
comme;;
à;;
des;;
personnes;;
";";;
je;;
disais;;
aux;;
platanes;;
:;;
«;;
Adieu;;
0;;
mes;;
chers;;
amis;;
!;;
»;;
et;;
aux;;
bassins;;
:;;
«;;
C';;
est;;
fini;;
0;;
nous;;
ne;;
nous;;
verrons;;
plus;;
!;;
»;;
Il;;
y;;
avait;;
dans;;
le;;
fond;;
du;;
jardin;;
un;;
grand;;
grenadier;;
dont;;
les;;
belles;;
fleurs;;
rouges;;
s';;
épanouissaient;;
au;;
soleil;;
.;;
Je;;
lui;;
dis;;
en;;
sanglotant;;
:;;
«;;
Donne;;
-moi;;
une;;
de;;
tes;;
fleurs;;
.;;
»;;
Il;;
me;;
la;;
donna;;
.;;
Je;;
la;;
mis;;
dans;;
ma;;
poitrine;;
0;;
en;;
souvenir;;
de;;
lui;;
.;;
J';;
étais;;
très;;
malheureux;;
.;;
"
";;
Pourtant;;
0;;
au;;
milieu;;
de;;
cette;;
grande;;
douleur;;
0;;
deux;;
choses;;
me;;
faisaient;;
sourire;;
:;;
d';;
abord;;
la;;
pensée;;
de;;
monter;;
sur;;
un;;
navire;;
0;;
puis;;
la;;
permission;;
qu';;
on;;
;;
m';;
avait;;
donnée;;
d';;
emporter;;
mon;;
perroquet;;
avec;;
moi;;
.;;
"
";;
Je;;
me;;
disais;;
que;;
Robinson;;
avait;;
quitté;;
son;;
île;;
dans;;
des;;
conditions;;
à;;
peu;;
près;;
semblables;;
0;;
et;;
cela;;
me;;
donnait;;
du;;
courage;;
.;;
"
";;
Enfin;;
0;;
le;;
jour;;
du;;
départ;;
arriva;;
.;;
M.;PER;
Eyssette;PER;
était;;
déjà;;
à;;
Lyon;LOC;loc.adm.town
depuis;;
une;;
semaine;;
.;;
Il;;
avait;;
pris;;
les;;
devant;;
avec;;
les;;
gros;;
meubles;;
.;;
Je;;
partis;;
donc;;
en;;
compagnie;;
de;;
Jacques;PER;
0;;
de;;
ma;;
mère;;
et;;
de;;
la;PER;
vieille;PER;
Annou;PER;
.;;
Mon;;
grand;;
frère;;
l';;
abbé;;
ne;;
partait;;
pas;;
0;;
mais;;
il;;
nous;;
accompagna;;
jusqu';;
à;;
la;;
diligence;;
de;;
Beaucaire;;
?;;
0;;
et;;
aussi;;
le;PER;
concierge;PER;
Colombe;PER;
nous;;
accompagna;;
.;;
C';;
est;;
lui;;
qui;;
marchait;;
devant;;
en;;
poussant;;
une;;
énorme;;
brouette;;
chargée;;
de;;
malles;;
.;;
Derrière;;
venait;;
mon;;
frère;;
l';;
abbé;;
0;;
donnant;;
le;;
bras;;
à;;
Mme;PER;
Eyssette;PER;
.;;
"
";;
Mon;;
pauvre;;
abbé;;
0;;
que;;
je;;
ne;;
devais;;
plus;;
revoir;;
!;;
"
";;
La;PER;
vieille;PER;
Annou;PER;
marchait;;
ensuite;;
0;;
flanquée;;
d';;
un;;
énorme;;
parapluie;;
bleu;;
et;;
de;;
Jacques;PER;
0;;
qui;;
était;;
bien;;
content;;
d';;
aller;;
à;;
Lyon;LOC;loc.adm.town
0;;
mais;;
qui;;
sanglotait;;
tout;;
de;;
même;;
...;;
Enfin;;
0;;
à;;
la;;
queue;;
de;;
la;;
colonne;;
venait;;
Daniel;PER;
Eyssette;PER;
0;;
portant;;
gravement;;
la;;
cage;;
du;;
perroquet;;
et;;
se;;
retournant;;
à;;
chaque;;
pas;;
du;;
côté;;
de;;
sa;;
chère;;
fabrique;;
.;;
"
";;
À;;
mesure;;
que;;
la;;
caravane;;
s';;
éloignait;;
0;;
l';;
arbre;;
aux;;
grenades;;
se;;
haussait;;
tant;;
qu';;
il;;
pouvait;;
par;;
0;;
dessus;;
les;;
murs;;
du;;
jardin;;
pour;;
la;;
voir;;
encore;;
une;;
fois;;
...;;
Les;;
platanes;;
agitaient;;
leurs;;
branches;;
en;;
signe;;
d';;
adieu;;
...;;
"
";;
Daniel;PER;
Eyssette;PER;
0;;
très;;
ému;;
0;;
leur;;
envoyait;;
des;;
baisers;;
à;;
tous;;
0;;
furtivement;;
et;;
du;;
bout;;
des;;
doigts;;
.;;
"
";;
Je;;
quittai;;
mon;;
île;;
le;;
3;;
septembre;;
18;;
...;;
"
";;
II;;
--;;
LES;;
BABAROTRES;;
"
";;
O;;
CHOSES;;
de;;
mon;;
enfance;;
0;;
quelle;;
impression;;
VOUS;;
m';;
avez;;
laissée;;
!;;
Il;;
me;;
semble;;
que;;
c';;
est;;
hier;;
0;;
ce;;
voyage;;
sur;;
le;LOC;loc.phys.hydro
Rhône;LOC;loc.phys.hydro
.;;
Je;;
vois;;
encore;;
le;;
bateau;;
0;;
ses;;
passagers;;
0;;
son;;
équipage;;
";";;
j';;
entends;;
le;;
bruit;;
des;;
roues;;
et;;
le;;
sifflet;;
de;;
la;;
machine;;
.;;
Le;;
capitaine;;
s';;
appelait;;
Géniès;PER;
0;;
le;;
maître;;
coq;;
Montélimart;PER;
.;;
On;;
n';;
oublie;;
pas;;
ces;;
choses;;
-là;;
.;;
"
";;
La;;
traversée;;
dura;;
trois;;
jours;;
.;;
Je;;
passai;;
ces;;
trois;;
jours;;
sur;;
le;;
pont;;
0;;
descendant;;
au;;
salon;;
juste;;
pour;;
manger;;
et;;
dormir;;
.;;
Le;;
reste;;
du;;
temps;;
0;;
j';;
allais;;
me;;
mettre;;
à;;
la;;
pointe;;
extrême;;
du;;
navire;;
0;;
près;;
de;;
l';;
ancre;;
.;;
"
";;
Il;;
y;;
avait;;
là;;
une;;
grosse;;
cloche;;
qu';;
on;;
sonnait;;
en;;
entrant;;
dans;;
les;;
villes;;
:;;
je;;
m';;
asseyais;;
à;;
côté;;
de;;
cette;;
cloche;;
0;;
parmi;;
des;;
tas;;
de;;
cordes;;
";";;
je;;
posais;;
la;;
cage;;
du;;
perroquet;;
entre;;
mes;;
jambes;;
et;;
je;;
regardais;;
.;;
Le;LOC;loc.phys.hydro
Rhône;LOC;loc.phys.hydro
était;;
si;;
large;;
qu';;
on;;
voyait;;
à;;
peine;;
ses;;
rives;;
.;;
"
";;
Moi;;
0;;
je;;
l';;
aurais;;
voulu;;
encore;;
plus;;
large;;
0;;
et;;
qu';;
il;;
se;;
fût;;
appelé;;
:;;
la;;
mer;;
!;;
Le;;
ciel;;
riait;;
0;;
l';;
onde;;
était;;
verte;;
.;;
"
";;
Des;;
grandes;;
barques;;
descendaient;;
au;;
fil;;
de;;
l';;
eau;;
.;;
Des;;
mariniers;;
0;;
guéant;;
le;;
fleuve;;
à;;
dos;;
de;;
mules;;
0;;
passaient;;
près;;
de;;
nous;;
en;;
chantant;;
.;;
Parfois;;
0;;
le;;
bateau;;
longeait;;
quelque;;
île;;
bien;;
touffue;;
0;;
couverte;;
de;;
joncs;;
et;;
de;;
saules;;
:;;
«;;
Oh;;
!;;
une;;
île;;
déserte;;
!;;
»;;
me;;
disais;;
-je;;
dans;;
moi;;
0;;
même;;
";";;
et;;
je;;
la;;
dévorais;;
des;;
yeux;;
...;;
"
";;
Vers;;
la;;
fin;;
du;;
troisième;;
jour;;
0;;
je;;
crus;;
que;;
nous;;
allions;;
avoir;;
un;;
grain;;
.;;
Le;;
ciel;;
s';;
était;;
assombri;;
subitement;;
";";;
un;;
brouillard;;
épais;;
dansait;;
sur;;
le;;
fleuve;;
";";;
à;;
l';;
avant;;
du;;
navire;;
on;;
avait;;
allumé;;
une;;
grosse;;
lanterne;;
0;;
et;;
0;;
ma;;
foi;;
0;;
en;;
présence;;
de;;
tous;;
ces;;
symptômes;;
0;;
je;;
commençais;;
à;;
être;;
ému;;
...;;
À;;
ce;;
moment;;
0;;
quelqu';;
un;;
dit;;
près;;
de;;
moi;;
:;;
«;;
Voilà;;
Lyon;LOC;loc.adm.town
!;;
»;;
En;;
même;;
temps;;
la;;
grosse;;
cloche;;
se;;
mit;;
à;;
sonner;;
.;;
C';;
était;;
Lyon;LOC;loc.adm.town
.;;
"
";;
Confusément;;
0;;
dans;;
le;;
brouillard;;
0;;
je;;
vis;;
des;;
lumières;;
briller;;
sur;;
l';;
une;;
et;;
sur;;
l';;
autre;;
rive;;
";";;
nous;;
passâmes;;
sous;;
un;;
pont;;
0;;
puis;;
sous;;
un;;
autre;;
.;;
À;;
chaque;;
fois;;
l';;
énorme;;
tuyau;;
de;;
la;;
cheminée;;
se;;
courbait;;
en;;
deux;;
et;;
crachait;;
des;;
torrents;;
d';;
une;;
fumée;;
noire;;
qui;;
faisait;;
tousser;;
...;;
Sur;;
le;;
bateau;;
0;;
c';;
était;;
un;;
remue;;
0;;
ménage;;
effroyable;;
.;;
Les;;
passagers;;
cherchaient;;
leurs;;
malles;;
";";;
les;;
matelots;;
juraient;;
en;;
roulant;;
des;;
tonneaux;;
dans;;
l';;
ombre;;
.;;
Il;;
pleuvait;;
...;;
"
";;
Je;;
me;;
hâtai;;
de;;
rejoindre;;
ma;;
mère;;
0;;
Jacques;PER;
et;;
la;PER;
vieille;PER;
Annou;PER;
qui;;
étaient;;
à;;
l';;
autre;;
bout;;
du;;
bateau;;
0;;
et;;
nous;;
voilà;;
tous;;
les;;
quatre;;
0;;
serrés;;
les;;
uns;;
contre;;
les;;
autres;;
0;;
sous;;
le;;
grand;;
parapluie;;
d';;
Annou;PER;
0;;
tandis;;
que;;
le;;
bateau;;
se;;
rangeait;;
au;;
long;;
des;;
quais;;
et;;
que;;
le;;
débarquement;;
commençait;;
0;;
En;;
vérité;;
0;;
si;;
M.;PER;
Eyssette;PER;
n';;
était;;
pas;;
venu;;
nous;;
tirer;;
de;;
là;;
0;;
je;;
crois;;
que;;
nous;;
n';;
en;;
serions;;
jamais;;
sortis;;
.;;
"
";;
Il;;
arriva;;
vers;;
nous;;
0;;
à;;
tâtons;;
0;;
en;;
criant;;
:;;
«;;
Qui;;
vive;;
!;;
qui;;
vive;;
!;;
»;;
À;;
ce;;
«;;
qui;;
vive;;
!;;
»;;
bien;;
connu;;
0;;
nous;;
répondîmes;;
:;;
«;;
amis;;
!;;
»;;
tous;;
les;;
quatre;;
à;;
la;;
fois;;
avec;;
un;;
bonheur;;
0;;
un;;
soulagement;;
inexprimable;;
...;;
M.;PER;
Eyssette;PER;
nous;;
embrassa;;
lestement;;
0;;
prit;;
mon;;
frère;;
d';;
une;;
main;;
0;;
moi;;
de;;
l';;
autre;;
0;;
dit;;
aux;;
femmes;;
:;;
«;;
Suivez;;
-moi;;
!;;
»;;
et;;
en;;
route;;
...;;
Ah;;
!;;
c';;
était;;
un;;
homme;;
.;;
"
";;
Nous;;
avancions;;
avec;;
peine;;
";";;
il;;
faisait;;
nuit;;
0;;
le;;
pont;;
glissait;;
.;;
À;;
chaque;;
pas;;
0;;
on;;
se;;
heurtait;;
contre;;
des;;
caisses;;
...;;
Tout;;
à;;
coup;;
0;;
du;;
bout;;
du;;
navire;;
0;;
une;;
voix;;
stridente;;
0;;
éplorée;;
0;;
arrive;;
jusqu';;
à;;
nous;;
:;;
«;;
Robinson;;
!;;
Robinson;PER;
!;;
»;;
disait;;
la;;
voix;;
.;;
"
";;
«;;
Ah;;
!;;
mon;;
Dieu;MISC;
!;;
»;;
m';;
écriai;;
-je;;
";";;
et;;
j';;
essayai;;
de;;
dégager;;
ma;;
main;;
de;;
celle;;
de;;
mon;;
père;;
";";;
lui;;
0;;
croyant;;
que;;
j';;
avais;;
glissé;;
0;;
me;;
serra;;
plus;;
fort;;
.;;
"
";;
La;;
voix;;
reprit;;
0;;
plus;;
stridente;;
encore;;
0;;
et;;
plus;;
éplorée;;
:;;
«;;
Robinson;;
!;;
mon;;
pauvre;;
Robinson;PER;
!;;
»;;
Je;;
fis;;
un;;
nouvel;;
effort;;
pour;;
dégager;;
ma;;
main;;
.;;
«;;
Mon;;
perroquet;;
0;;
criai;;
-je;;
0;;
mon;;
perroquet;;
!;;
--;;
Il;;
parle;;
donc;;
maintenant;;
?;;
»;;
dit;;
Jacques;PER;
.;;
"
";;
S';;
il;;
parlait;;
0;;
je;;
crois;;
bien;;
";";;
on;;
l';;
entendait;;
d';;
une;;
lieue;;
.;;
Dans;;
mon;;
trouble;;
0;;
je;;
l';;
avais;;
oublié;;
là;;
0;;
bas;;
0;;
tout;;
au;;
bout;;
du;;
navire;;
0;;
près;;
de;;
l';;
ancre;;
0;;
et;;
c';;
est;;
de;;
là;;
qu';;
il;;
m';;
appelait;;
0;;
en;;
criant;;
de;;
toutes;;
ses;;
forces;;
:;;
«;;
Robinson;;
!;;
Robinson;PER;
!;;
mon;;
pauvre;;
Robinson;;
!;;
»;;
Malheureusement;;
nous;;
étions;;
loin;;
";";;
le;;
capitaine;;
criait;;
:;;
«;;
Dépêchons;;
-nous;;
.;;
»;;
«;;
Nous;;
viendrons;;
le;;
chercher;;
demain;;
0;;
dit;;
M.;PER;
Eyssette;PER;
0;;
sur;;
les;;
bateaux;;
0;;
rien;;
ne;;
s';;
égare;;
.;;
»;;
Et;;
là;;
0;;
dessus;;
0;;
malgré;;
mes;;
larmes;;
0;;
il;;
m';;
entraîna;;
.;;
Pécaire;;
!;;
le;;
lendemain;;
on;;
l';;
envoya;;
chercher;;
et;;
on;;
ne;;
le;;
trouva;;
pas;;
...;;
"
";;
Jugez;;
de;;
mon;;
désespoir;;
:;;
plus;;
de;;
Vendredi;PER;
!;;
plus;;
de;;
perroquet;;
!;;
Robinson;PER;
n';;
était;;
plus;;
possible;;
.;;
Le;;
moyen;;
0;;
d';;
ailleurs;;
0;;
avec;;
la;;
meilleure;;
volonté;;
du;;
monde;;
0;;
de;;
se;;
forger;;
une;;
île;;
déserte;;
0;;
à;;
un;;
quatrième;;
étage;;
0;;
dans;;
une;;
maison;;
sale;;
et;;
humide;;
0;;
rue;;
Lanterne;;
?;;
"
";;
Oh;;
!;;
l';;
horrible;;
maison;;
!;;
Je;;
la;;
verrai;;
toute;;
ma;;
vie;;
:;;
"
";;
l';;
escalier;;
était;;
gluant;;
";";;
la;;
cour;;
ressemblait;;
à;;
un;;
puits;;
";";;
le;;
concierge;;
0;;
un;;
cordonnier;;
0;;
avait;;
son;;
échoppe;;
contre;;
la;;
pompe;;
...;;
C';;
était;;
hideux;;
.;;
"
";;
Le;;
soir;;
de;;
notre;;
arrivée;;
0;;
la;PER;
vieille;PER;
Annou;PER;
0;;
en;;
s';;
installant;;
dans;;
sa;;
cuisine;;
0;;
poussa;;
un;;
cri;;
de;;
détresse;;
:;;
"
";;
«;;
Les;;
babarottes;;
!;;
les;;
babarottes;;
!;;
»;;
Nous;;
accourûmes;;
.;;
Quel;;
spectacle;;
!;;
...;;
La;;
cuisine;;
était;;
pleine;;
de;;
ces;;
vilaines;;
bêtes;;
";";;
il;;
y;;
en;;
avait;;
sur;;
la;;
crédence;;
0;;
au;;
long;;
des;;
murs;;
0;;
dans;;
les;;
tiroirs;;
0;;
sur;;
la;;
cheminée;;
0;;
dans;;
le;;
buffet;;
0;;
partout;;
.;;
Sans;;
le;;
vouloir;;
0;;
on;;
en;;
écrasait;;
.;;
Pouah;;
!;;
Annou;PER;
en;;
avait;;
déjà;;
tué;;
beaucoup;;
";";;
mais;;
plus;;
elle;;
en;;
tuait;;
0;;
plus;;
il;;
en;;
venait;;
.;;
Elles;;
arrivaient;;
par;;
le;;
trou;;
de;;
l';;
évier;;
0;;
on;;
boucha;;
le;;
trou;;
de;;
l';;
évier;;
";";;
mais;;
le;;
lendemain;;
soir;;
elles;;
revinrent;;
par;;
un;;
autre;;
endroit;;
0;;
on;;
ne;;
sait;;
d';;
où;;
.;;
Il;;
fallut;;
avoir;;
un;;
chat;;
exprès;;
pour;;
les;;
tuer;;
0;;
et;;
toutes;;
les;;
nuits;;
c';;
était;;
dans;;
la;;
cuisine;;
une;;
effroyable;;
boucherie;;
.;;
"
";;
Les;;
babarottes;;
me;;
firent;;
haïr;;
Lyon;LOC;loc.adm.town
dés;;
le;;
premier;;
soir;;
.;;
Le;;
lendemain;;
0;;
ce;;
fut;;
bien;;
pis;;
.;;
Il;;
fallait;;
prendre;;
des;;
habitudes;;
nouvelles;;
";";;
les;;
heures;;
des;;
repas;;
étaient;;
changées;;
...;;
Les;;
pains;;
n';;
avaient;;
pas;;
la;;
même;;
forme;;
que;;
chez;;
nous;;
.;;
On;;
les;;
appelait;;
des;;
«;;
couronnes;;
»;;
.;;
En;;
voilà;;
un;;
nom;;
!;;
"
";;
Chez;;
les;;
bouchers;;
0;;
quand;;
la;PER;
vieille;PER;
Annou;PER;
demandait;;
une;;
carbonade;;
0;;
l';;
étalier;;
lui;;
riait;;
au;;
nez;;
";";;
il;;
ne;;
savait;;
pas;;
ce;;
que;;
c';;
était;;
une;;
«;;
carbonade;;
»;;
0;;
ce;;
sauvage;;
!;;
...;;
Ah;;
!;;
je;;
me;;
suis;;
bien;;
ennuyé;;
.;;
"
";;
Le;;
dimanche;;
0;;
pour;;
nous;;
égayer;;
un;;
peu;;
0;;
nous;;
allions;;
nous;;
promener;;
en;;
famille;;
sur;;
les;;
quais;;
du;;
Rhône;LOC;loc.phys.hydro
0;;
avec;;
des;;
parapluies;;
.;;
Instinctivement;;
nous;;
nous;;
dirigions;;
toujours;;
vers;;
le;LOC;loc.adm.reg
Midi;LOC;loc.adm.reg
0;;
du;;
côté;;
de;;
Perrache;LOC;loc.adm.town
.;;
«;;
Il;;
me;;
semble;;
que;;
cela;;
nous;;
rapproche;;
du;;
pays;;
»;;
0;;
disait;;
ma;;
mère;;
0;;
qui;;
languissait;;
encore;;
plus;;
que;;
moi;;
...;;
Ces;;
promenades;;
de;;
famille;;
étaient;;
lugubres;;
.;;
M.;PER;
Eyssette;PER;
grondait;;
.;;
Jacques;PER;
pleurait;;
tout;;
le;;
temps;;
0;;
moi;;
je;;
me;;
tenais;;
toujours;;
derrière;;
";";;
je;;
ne;;
sais;;
pas;;
pourquoi;;
0;;
j';;
avais;;
honte;;
d';;
être;;
dans;;
la;;
rue;;
0;;
sans;;
douté;;
parce;;
que;;
nous;;
étions;;
pauvres;;
.;;
"
";;
Au;;
bout;;
d';;
un;;
mois;;
0;;
la;PER;
vieille;PER;
Annou;PER;
tomba;;
malade;;
.;;
"
";;
Les;;
brouillards;;
la;;
tuaient;;
";";;
on;;
dut;;
la;;
renvoyer;;
dans;;
le;LOC;loc.adm.reg
Midi;LOC;loc.adm.reg
.;;
Cette;;
pauvre;;
fille;;
0;;
qui;;
aimait;;
ma;;
mère;;
à;;
la;;
passion;;
0;;
ne;;
pouvait;;
pas;;
se;;
décider;;
à;;
nous;;
quitter;;
.;;
Elle;;
suppliait;;
qu';;
on;;
la;;
gardât;;
0;;
promettant;;
de;;
ne;;
pas;;
mourir;;
.;;
Il;;
fallut;;
l';;
embarquer;;
de;;
force;;
.;;
Arrivée;;
dans;;
le;LOC;loc.adm.reg
Midi;LOC;loc.adm.reg
0;;
elle;;
s';;
y;;
maria;;
de;;
désespoir;;
?;;
.;;
"
";;
Annou;PER;
partie;;
0;;
on;;
ne;;
prit;;
pas;;
de;;
nouvelle;;
bonne;;
0;;
ce;;
qui;;
me;;
parut;;
le;;
comble;;
de;;
la;;
misère;;
...;;
La;;
femme;;
du;;
concierge;;
montait;;
faire;;
le;;
gros;;
ouvrage;;
";";;
ma;;
mère;;
0;;
au;;
feu;;
des;;
fourneaux;;
0;;
calcinait;;
ses;;
belles;;
mains;;
blanches;;
que;;
j';;
aimais;;
tant;;
embrasser;;
";";;
quant;;
aux;;
provisions;;
0;;
c';;
est;;
Jacques;PER;
qui;;
les;;
faisait;;
.;;
On;;
lui;;
mettait;;
un;;
grand;;
panier;;
sous;;
le;;
bras;;
0;;
en;;
lui;;
disant;;
:;;
«;;
Tu;;
achèteras;;
ça;;
et;;
ça;;
»;;
";";;
et;;
il;;
achetait;;
ça;;
et;;
ça;;
très;;
bien;;
0;;
toujours;;
en;;
pleurant;;
0;;
par;;
exemple;;
.;;
"
";;
Pauvre;;
Jacques;PER;
!;;
il;;
n';;
était;;
pas;;
heureux;;
0;;
lui;;
non;;
plus;;
.;;
"
";;
M.;PER;
Eyssette;PER;
0;;
de;;
le;;
voir;;
éternellement;;
la;;
larme;;
à;;
l';;
œil;;
0;;
avait;;
fini;;
par;;
le;;
prendre;;
en;;
grippe;;
et;;
l';;
abreuvait;;
de;;
taloches;;
...;;
On;;
entendait;;
tout;;
le;;
jour;;
:;;
«;;
Jacques;PER;
0;;
tu;;
es;;
un;;
butor;;
!;;
Jacques;PER;
0;;
tu;;
es;;
un;;
âne;;
!;;
»;;
Le;;
fait;;
est;;
que;;
0;;
lorsque;;
son;;
père;;
était;;
là;;
0;;
le;;
malheureux;;
Jacques;PER;
perdait;;
tous;;
ses;;
moyens;;
.;;
Les;;
efforts;;
qu';;
il;;
faisait;;
pour;;
retenir;;
ses;;
larmes;;
le;;
rendaient;;
laid;;
.;;
M.;PER;
Eyssette;PER;
lui;;
portait;;
malheur;;
.;;
Écoutez;;
la;;
scène;;
de;;
la;;
cruche;;
:;;
"
";;
Un;;
soir;;
0;;
au;;
moment;;
de;;
se;;
mettre;;
à;;
table;;
0;;
on;;
s';;
aperçoit;;
qu';;
il;;
n';;
y;;
a;;
plus;;
une;;
goutte;;
d';;
eau;;
dans;;
la;;
maison;;
.;;
"
";;
«;;
Si;;
vous;;
voulez;;
0;;
j';;
irai;;
en;;
chercher;;
»;;
0;;
dit;;
ce;;
bon;;
enfant;;
de;;
Jacques;PER;
.;;
Et;;
le;;
voilà;;
qui;;
prend;;
la;;
cruche;;
0;;
une;;
grosse;;
cruche;;
de;;
grès;;
.;;
"
";;
M.;PER;
Eyssette;PER;
hausse;;
les;;
épaules;;
:;;
«;;
Si;;
c';;
est;;
Jacques;PER;
qui;;
y;;
va;;
";";;
dit;;
-il;;
0;;
la;;
cruche;;
est;;
cassée;;
0;;
c';;
est;;
sûr;;
.;;
"
";;
–;;
Tu;;
entends;;
0;;
Jacques;PER;
0;;
--;;
c';;
est;;
Mme;PER;
Eyssette;PER;
qui;;
parle;;
avec;;
sa;;
voix;;
tranquille;;
--;;
tu;;
entends;;
0;;
ne;;
la;;
casse;;
pas;;
0;;
fais;;
bien;;
attention;;
.;;
»;;
"
";;
M.;PER;
Eyssette;PER;
reprend;;
:;;
"
";;
«;;
Oh;;
!;;
tu;;
as;;
beau;;
lui;;
dire;;
de;;
ne;;
pas;;
la;;
casser;;
0;;
il;;
la;;
cassera;;
tout;;
de;;
même;;
.;;
»;;
Ici;;
0;;
la;;
voix;;
éplorée;;
de;;
Jacques;PER;
:;;
«;;
Mais;;
enfin;;
0;;
pourquoi;;
voulez;;
-vous;;
que;;
je;;
la;;
casse;;
?;;
"
";;
–;;
Je;;
ne;;
veux;;
pas;;
que;;
tu;;
la;;
casses;;
0;;
je;;
te;;
dis;;
que;;
tu;;
la;;
casseras;;
»;;
0;;
répond;;
M.;PER;
Eyssette;PER;
0;;
et;;
d';;
un;;
ton;;
qui;;
n';;
admet;;
pas;;
de;;
réplique;;
.;;
"
";;
Jacques;PER;
ne;;
réplique;;
pas;;
";";;
il;;
prend;;
la;;
cruche;;
d';;
une;;
main;;
fiévreuse;;
et;;
sort;;
brusquement;;
avec;;
l';;
air;;
de;;
dire;;
:;;
"
";;
«;;
Ah;;
!;;
je;;
la;;
casserai;;
?;;
Eh;;
bien;;
0;;
nous;;
allons;;
voir;;
.;;
»;;
Cinq;;
minutes;;
0;;
dix;;
minutes;;
se;;
passent;;
";";;
Jacques;PER;
ne;;
revient;;
pas;;
.;;
Mme;PER;
Eyssette;PER;
commence;;
à;;
se;;
tourmenter;;
:;;
"
";;
«;;
Pourvu;;
qu';;
il;;
ne;;
lui;;
soit;;
rien;;
arrivé;;
!;;
--;;
Parbleu;;
!;;
que;;
veux;;
0;;
tu;;
qu';;
il;;
lui;;
soit;;
arrivé;;
?;;
dit;;
M.;PER;
Eyssette;PER;
d';;
un;;
