Token;Label;Quaero;Correction
";";;;
notre;;;
cuve;;;
est;;;
"
";;;
bien;;;
-assez;;;
grande;;;
pour;;;
tenir;;;
le;;;
tout;;;
,;;;
et;;;
tn;PER;;
auras;;;
"
";;;
le;;;
profit;;;
-;;;
de;;;
la;;;
vigne;;;
tout;;;
net;;;
:;;;
ga;;;
ne;;;
fait;;;
pas;;;
deBAMNN;;;
EN;MISC;;
SRVWICR;MISC;;
.;;;
"
";;;
mal;;;
 ;;;
uno;;;
jeunesse;;;
,;;;
pour;;;
se;;;
marier;;;
,;;;
que;;;
d';;;
avoir;;;
"
";;;
un;;;
bout;;;
de;;;
bien;;;
au;;;
soleil;;;
1;;;
"
";;;
];;;
--;;;
Notre;PER;;
maltre;PER;;
,;;;
vous;;;
tes;;;
trop;;;
bon;;;
pour;;;
moi;;;
:;;;
"
";;;
ie;;;
ne;;;
suis;;;
pas;;;
pressae;;;
de;;;
me;;;
marier;;;
";";;;
si;;;
vous;;;
ne;;;
"
";;;
me;;;
renvoyes;;;
ps;ORG;;
,;;;
je;;;
ne;;;
vous;;;
quitlerai;;;
jamais;;;
.;;;
"
";;;
-;;;
Te;;;
renvoyer;;;
,;;;
ma;;;
Ieanne;PER;;
i;PER;;
dit;;;
la;;;
mattresse;;;
";";;;
"
";;;
uhl;;;
si;;;
tu;;;
ne;;;
quittes;;;
la;;;
maison;;;
que;;;
quand;;;
je;;;
t';;;
en;;;
"
";;;
mettrai;;;
dshors;;;
,;;;
tu;;;
es;;;
bien;;;
sire;;;
d';;;
y;;;
mouir;PER;;
.;;;
"
";;;
-;;;
Eh;;;
bian;;;
,;;;
e';PER;;
est;;;
entendu;;;
,;;;
dit;;;
mattra;PER;;
Tixier;PER;;
.;;;
On;;;
"
 ";;;
fit;;;
la;;;
orie;;;
daujourd';;;
hui;;;
en;;;
huit;;;
";";;;
jirai;;;
,;;;
et;;;
je;;;
ta-;;;
"
";;;
chterai;MISC;;
le;;;
quartier;;;
des;;;
Hautes-kloches;LOC;;
.;;;
n;;;
"
";;;
Le;;;
dimanehe;;;
suivant;;;
,;;;
il;;;
dit;;;
i;PER;;
Jeanne;PER;;
:;;;
a;;;
Ma;;;
fille;;;
,;;;
"
";;;
c';;;
ast;MISC;;
fini;;;
";";;;
jeudi;;;
,;;;
en;;;
allant;;;
au;;;
marche;;;
,;;;
je;;;
te;;;
con-;;;
"
";;;
duirai;ORG;;
hez;ORG;;
le;;;
notaire;;;
pour;;;
signer;;;
l';;;
acte;;;
,;;;
puisque;;;
"
";;;
tu;;;
sais;;;
crire;;;
";";;;
j';;;
ai;;;
eu;;;
bien;;;
de;;;
la;;;
peine;;;
h;;;
laoir;;;
,;;;
ce;;;
"
";;;
quartier;;;
-;;;
lh;;;
";";;;
il;;;
faisait;;;
envie;;;
a;;;
beaueoup;;;
de;;;
monde;;;
.;;;
"
";;;
Ie;PER;;
lai;PER;;
emporte;;;
";";;;
mais;;;
aussi;;;
il;;;
te;;;
cote;;;
deux;;;
cent;;;
"
";;;
dix;;;
bons;;;
franes;;;
,;;;
le;;;
contrat;;;
lamain;;;
.;;;
Es;MISC;;
-;MISC;;
tu;MISC;;
eontentef;MISC;;
"
";;;
--;;;
Notre;PER;;
maltre;PER;;
,;;;
ce;;;
que;;;
vons;;;
faites;;;
est;;;
bien;;;
"
";;;
fait;;;
,;;;
n;;;
r6pondit;;;
Jeanne;PER;;
.;;;
"
";;;
Ieanne;PER;;
raproshe;PER;;
a;;;
olange;;;
';;;
sa;;;
ngligenee;;;
.;;;
"
";;;
Un;;;
matin;;;
,;;;
en;;;
se;;;
levant;;;
,;;;
Jeanne;PER;;
dit;;;
h;;;
Solange;PER;;
,;;;
"
";;;
qui;;;
ouchait;;;
avee;;;
elle;;;
:;;;
"
";;;
a;;;
Tes;MISC;;
cheveux;MISC;;
sont;MISC;;
bien;MISC;;
meles;MISC;;
:;MISC;;
tu;MISC;;
ne;MISC;;
les;MISC;;
pei-;MISC;;
"
";MISC;;
gnes;MISC;;
done;MISC;;
jamais;;;
l;;;
je;;;
ne;;;
te;;;
vois;;;
pas;;;
non;;;
plus;;;
laver;;;
"
";;;
ni;;;
tes;;;
bras;;;
ni;;;
ton;;;
cou;;;
.;;;
"
";;;
f;;;
,;;;
ipussoeiee;PER;;
"
";PER;;
-;PER;;
D';PER;;
abord;PER;;
,;;;
ga;;;
sert;;;
a;;;
8tre;;;
propre;;;
,;;;
ce;;;
qui;;;
est1;;;
"
";;;
dej;;;
un;;;
grnd;;;
avantage;;;
.;;;
Tu;;;
te;;;
tourmentes;;;
au;;;
lit;;;
,;;;
];;;
"
";;;
tu;;;
dors;;;
mal;;;
,;;;
paree;;;
que;;;
ls;PER;;
tete;PER;;
te;;;
"dmange;tu";;;
';;;
ee.8R0OND;;;
PARTIR;MISC;;
.;;;
"
";;;
a;;;
foi;;;
,;;;
pas;;;
aussil;PER;;
ralsonnabla;PER;;
que;;;
les;;;
oisons;;;
que;;;
];;;
"
";;;
tu;;;
mnes;;;
tous;;;
les;;;
matins;;;
 ;;;
labreuvoir;;;
.;;;
Iu;PER;;
nas;PER;;
];;;
"
";;;
done;;;
pas;;;
vu;;;
oomme;;;
ils;;;
se;;;
baignent;;;
,;;;
comme;;;
ils;;;
ra-;;;
];;;
"
";;;
lvent;;;
leurs;;;
plumaes;;;
pour;;;
que;;;
l';;;
oau;;;
touchae;;;
a;;;
leur;;;
];;;
"
";;;
peau;;;
";";;;
ils;;;
plongent;;;
leur;;;
tte;;;
et;;;
s';;;
en;;;
servent;;;
aprs;;;
"
";;;
comme;;;
d;;;
une;;;
vergatte;;;
pour;;;
se;;;
nettoyer;;;
et;;;
se;;;
lisser;;;
.;;;
];;;
"
";;;
Il;;;
n';;;
y;;;
a;;;
pe;;;
jusqu;;;
la;;;
ohatte;;;
,;;;
que;;;
tu;;;
aimes;;;
tant;;;
,;;;
];;;
"
";;;
qui;;;
ne;;;
fasse;;;
sa;;;
toilette;;;
.;;;
KEt;PER;;
tes;PER;;
mainsl;PER;;
tu;;;
t';;;
imagi-;;;
"
";;;
nes;;;
qu';;;
elles;;;
sont;;;
propres;;;
parce;;;
que;;;
tu;;;
les;;;
a;;;
trem-;;;
"
";;;
pees;;;
dans;;;
leau;;;
";";;;
mais;;;
des;;;
filles;;;
oomme;;;
nous;;;
,;;;
qui;;;
"
";;;
touchent;;;
a;;;
tout;;;
,;;;
ont;;;
besoin;;;
de;;;
frotter;;;
ferme;;;
pour;;;
"
";;;
nettoyer;;;
leurs;;;
mains;;;
";";;;
l';;;
eau;;;
toute;;;
seule;;;
n';;;
y;;;
fait;;;
"
";;;
rien;;;
";";;;
il;;;
faut;;;
les;;;
degraiser;MISC;;
dans;;;
le;;;
son;;;
que;;;
l';;;
on;;;
fait;;;
];;;
"
";;;
bouillis;;;
pour;;;
la;;;
volaille;;;
";";;;
ou;;;
bien;;;
,;;;
si;;;
tu;;;
6orasse;;;
];;;
"
";;;
une;;;
des;;;
pommes;;;
de;;;
terre;;;
que;;;
l';;;
on;;;
met;;;
cuire;;;
pour;;;
"
";;;
les;;;
pores;;;
et;;;
que;;;
tu;;;
taen;;;
frottes;;;
bien;;;
les;;;
mains;;;
,;;;
tu;;;
"
";;;
z::rF-;PER;;
"
";;;
-;;;
e;;;
ty;;;
ferai;;;
songer;;;
,;;;
sois;;;
tranquille;;;
,;;;
ainsi;;;
qua;;;
"
";;;
ehanger;;;
de;;;
chemise;;;
tous;;;
les;;;
soirs;;;
.;;;
Crois;;;
-;;;
tu;;;
qu';;;
il;;;
"
";;;
soit;;;
bien;;;
sain;;;
de;;;
garder;;;
sa;;;
chemise;;;
pour;;;
coueher;;;
,;;;
[;;;
"
";;;
quand;;;
on;;;
a;;;
eu;;;
bien;;;
chaud;;;
toute;;;
la;;;
journef;;;
Et;;;
lel;MISC;;
"
";;;
matin;;;
,;;;
si;;;
tu;;;
te;;;
lves;;;
toute;;;
en;;;
moiteur;;;
,;;;
es;PER;;
-;PER;;
tn;PER;;
bien;;;
];;;
"
";;;
h;;;
ton;;;
aise;;;
quand;;;
ta;;;
chemise;;;
sbche;;;
sur;;;
ton;;;
corpsl;;;
];;;
"
";;;
t;PER;;
Ia;PER;;
priere;PER;;
du;PER;;
matin;PER;;
,;;;
tu;;;
ne;;;
la;;;
fis;;;
pas;;;
suvent;;;
];;;
"
";;;
Pourquoi;;;
ne;;;
vas;;;
-;;;
tu;;;
jamais;;;
voir;;;
M.;;;
le;;;
our6f;;;
"
";;;
-;;;
Je;;;
n';;;
oserais;;;
jamais;;;
y;;;
aller;;;
toute;;;
seule;;;
.;;;
"
";;;
-;;;
Vians;;;
-;;;
y;;;
avee;;;
moi;;;
";";;;
j';;;
y;;;
vais;;;
toujours;;;
en;;;
sor-;;;
"
";;;
tant;;;
de;;;
v8pres;;;
ou;;;
de;;;
la;;;
messe;;;
";";;;
tu;;;
verras;;;
omme;;;
];;;
"
";;;
on;;;
a;;;
le;;;
cur;;;
content;;;
et;;;
lesprit;;;
tranquille;;;
en;;;
sor-;;;
];;;
"
";;;
tant;;;
de;;;
chez;;;
luil;LOC;;
s;;;
"
 ";;;
Depuis;;;
ce;;;
temps;;;
-;;;
la;;;
,;;;
Jeanne;PER;;
ne;;;
manquait;;;
pas;;;
deJEANNR;;;
RN;LOC;;
sERVICE;LOC;;
.;;;
"
";;;
faire;;;
rester;;;
Solange;PER;;
pour;;;
la;;;
pribre;;;
du;;;
matin;;;
";";;;
alla;;;
"
";;;
parvint;;;
enfin;;;
h;;;
la;;;
rendre;;;
propre;;;
a;;;
frc;;;
de;;;
lui;;;
r6-;;;
"
";;;
peter;;;
ses;;;
bons;;;
oonseils;;;
.;;;
"
";;;
Solango;LOC;;
devint;;;
plus;;;
aendurantae;LOC;;
a;;;
mesure;;;
quelle;;;
"
";;;
6tait;;;
plus;;;
contente;;;
d';;;
elle;;;
-;;;
mme;;;
:;;;
elle;;;
prafitait;;;
daes;;;
"
";;;
avis;;;
de;;;
Ieanne;LOC;;
,;;;
et;;;
elle;;;
commenga;;;
a;;;
se;;;
montrer;;;
"
";;;
bienveillante;;;
,;;;
 ;;;
aimer;;;
tout;;;
le;;;
monde;;;
de;;;
la;;;
maison;;;
.;;;
"
";;;
a;;;
maitrasse;;;
saergolt;;;
du;;;
hangement;;;
de;;;
elange;LOC;;
.;;;
"
";;;
Les;;;
premiers;;;
jours;;;
de;;;
mars;;;
,;;;
la;;;
maitresse;;;
dit;;;
"
";;;
leanne;;;
:;;;
"
";;;
a;;;
Voilh;MISC;;
le;;;
temps;;;
au;;;
beau;;;
,;;;
j';;;
ai;;;
envie;;;
de;;;
faire;;;
Ia;PER;;
"
";;;
lessive;;;
.;;;
"
";;;
-;;;
Vous;;;
fere;;;
bien;;;
,;;;
maitresse;;;
";";;;
il;;;
faut;;;
dire;;;
i;MISC;;
So-;MISC;;
"
";MISC;;
lange;MISC;;
de;;;
donner;;;
ses;;;
agneaux;;;
 ;;;
la;;;
bergere;;;
pour;;;
les;;;
"
";;;
moener;;;
aux;;;
champs;;;
avee;;;
les;;;
moutons;;;
";";;;
elle;;;
viendra;;;
"
";;;
nous;;;
aider;;;
.;;;
,;;;
"
";;;
-;;;
Ah;;;
hien;;;
ouil;;;
fSolange;MISC;;
va;;;
grogner;;;
comme;;;
"
";;;
lordinaire;;;
.;;;
"
";;;
-;;;
Peut;;;
-;;;
tre;;;
que;;;
non;;;
,;;;
maltresse;;;
";";;;
appele;;;
-;;;
la;;;
"
";;;
dono;;;
,;;;
et;;;
vous;;;
verrezl;;;
"
";;;
Ia;;;
mre;PER;;
Iixier;PER;;
appela;;;
sa;;;
fille;;;
,;;;
et;;;
lui;;;
dit;;;
de;;;
don-;;;
"
";;;
ner;;;
ses;;;
agneaux;;;
a;;;
la;;;
bergre;;;
pour;;;
venir;;;
aider;;;
a;;;
la;;;
"
";;;
lessive;;;
.;;;
Solange;PER;;
fit;;;
sans;;;
r6epliquer;;;
ce;;;
que;;;
sa;;;
mre;;;
"
";;;
lui;;;
commandait;;;
.;;;
"
";;;
s;;;
Comment;;;
dons;;;
as;;;
-;;;
tu;;;
fait;;;
pour;;;
changer;;;
ainsi;;;
"
";;;
le;;;
aaractre;;;
de;;;
Solange;PER;;
?;;;
elle;;;
est;;;
toujours;;;
de;;;
bonne;;;
"
";;;
humeur;;;
i;;;
present;;;
.;;;
En;;;
v6rite;;;
,;;;
la;;;
b6n6diotion;;;
du;;;
"
";;;
bon;MISC;;
Dieu;MISC;;
est;;;
entree;;;
ehex;;;
nous;;;
avee;;;
toi;;;
";";;;
il;;;
ny;;;
a;;;
[;;;
"
";;;
as;;;
jusqu';;;
a;;;
ce;;;
bourru;;;
de;;;
gnd;PER;;
Louis;PER;;
qui;;;
ne;;;
it;;;
];;;
"
";;;
devenn;;;
doux;;;
comme;;;
un;;;
mouton;;;
.;;;
sCONDE;MISC;;
PARTIE;MISC;;
.;;;
"
";;;
lL;;;
jour;;;
oh;;;
on;;;
lavait;;;
l;;;
lessive;;;
,;;;
olange;;;
et;;;
os6-;;;
];;;
"
";;;
phina;;;
,;;;
les;;;
deu;MISC;;
pluas;MISC;;
grandesflllesdamattre;;;
Iixisr;PER;;
,;;;
];;;
"
";;;
lavaient;;;
aves;PER;;
la;;;
bergbr;LOC;;
,;;;
pendant;;;
que;;;
Jeanne;PER;;
sa-;;;
[;;;
"
";;;
vonnait;;;
les;;;
aoiffes;;;
at;;;
les;;;
mattait;;;
au;;;
bleu;;;
,;;;
ainsi;;;
que;;;
];;;
"
";;;
la;;;
ool;ORG;;
des;;;
chemises;;;
d';;;
homme;;;
";";;;
puis;;;
elle;;;
tendait;;;
];;;
"
";;;
l;;;
lings;;;
a;;;
mesure;;;
qu';;;
il;;;
6tait;;;
lav;MISC;;
.;;;
Ia;PER;;
mattresse;PER;;
,;;;
];;;
"
";;;
suivie;;;
de;;;
sa;;;
petite;;;
Louiss;PER;;
,;;;
qui;;;
n';;;
avait;;;
gubre;;;
qus;;;
];;;
"
";;;
huit;;;
ans;;;
,;;;
allait;;;
et;;;
enait;;;
,;;;
et;;;
ell;ORG;;
eoutait;;;
eo;;;
que;;;
di-;;;
];;;
"
";;;
saient;;;
les;;;
jeunes;;;
filles;;;
en;;;
travaillant;;;
.;;;
"
 ";;;
Mon;MISC;;
Dieu;MISC;;
,;;;
que;;;
les;;;
riches;;;
sont;;;
heureuxl;LOC;;
disait;;;
];;;
"
";;;
la;;;
bergre;LOC;;
.;;;
ue;ORG;;
je;;;
voudrais;;;
done;PER;;
tre;PER;;
comme;;;
la;;;
];;;
"
";;;
mattresse;;;
,;;;
qui;;;
ae;;;
prombne;;;
lh;;;
-;;;
bas;;;
sans;;;
rien;;;
faire;;;
,;;;
];;;
"
";;;
pendant;;;
que;;;
nous;;;
nous;;;
fatiguons;;;
 ;;;
tper;;;
ee;;;
lingol;;;
];;;
"
";;;
-;;;
Tu;;;
erois;;;
dos;;;
qu';;;
elle;;;
n';;;
a;;;
rien;;;
fit;;;
dans;;;
sa;;;
];;;
"
";;;
jeunesso;PER;;
,;;;
r6pondit;;;
Solange;PER;;
,;;;
et;;;
que;;;
ce;;;
qu';;;
elle;;;
a;;;
];;;
"
";;;
amasse;;;
est;;;
venu;;;
tout;;;
seult;PER;;
"
";PER;;
.LL;PER;;
Moi;;;
,;;;
eontinua;PER;;
Maguerits;PER;;
(;;;
atit;;;
le;;;
nom;;;
d;;;
];;;
"
";;;
la;;;
bergbre;;;
);;;
,;;;
je;;;
voudrais;;;
avoir;;;
des;;;
maisons;;;
,;;;
des;;;
vi-;;;
];;;
"
";;;
gnes;;;
,;;;
des;;;
terres;;;
et;;;
ne;;;
rien;;;
faire;;;
du;;;
tout;;;
.;;;
"
";;;
L;;;
';;;
n;;;
airi;PER;;
s;;;
pnouar;;;
loewsme;;;
,;;;
di;;;
];;;
"
";;;
leanne;;;
,;;;
ear;;;
ce;;;
n';;;
est;;;
pas;;;
tout;;;
que;;;
davoir;;;
du;;;
bien;;;
";";;;
];;;
"
";;;
il;;;
s';;;
en;;;
va;;;
vite;;;
,;;;
si;;;
on;;;
ne;;;
le;;;
soigne;;;
pas;;;
";";;;
et;;;
tu;;;
ne;;;
t';;;
en;;;
];;;
"
";;;
oeeuperais;;;
gure;;;
,;;;
toi;;;
qui;;;
ne;;;
soignes;;;
seulement;;;
pas;;;
];;;
"
";;;
tes;;;
habits;;;
.;;;
"
";;;
LL;ORG;;
.;;;
cest;;;
bien;;;
vr;MISC;;
,;;;
dit;;;
Solange;PER;;
,;;;
tu;;;
es;;;
toujors;;;
];;;
"
";;;
sale;;;
et;;;
d6chiree;;;
,;;;
et;;;
pourtant;;;
tout;;;
ton;;;
gage;;;
pass;;;
];;;
"
";;;
sur;;;
ton;;;
eorps;;;
";";;;
regarde;;;
done;;;
la;;;
petite;;;
leanne;LOC;;
.;;;
,;;;
i;;;
];;;
"
";;;
n';;;
aeht;PER;;
jamais;PER;;
riaen;PER;;
,;;;
eomm;PER;;
elle;;;
est;;;
bien;;;
ajusteel;;;
];;;
"
";;;
On;;;
dirait;;;
quelle;;;
a;;;
toujours;;;
ses;;;
habits;;;
des;;;
di-;;;
];;;
"
";;;
.sNaa;MISC;;
:;MISC;;
nini;MISC;;
seae;MISC;;
];;;
"
";;;
eharite;;;
,;;;
moi;;;
.;;;
IAINE;MISC;;
EN;;;
SEVIC;ORG;;
.;;;
"
";;;
leanne;LOC;;
essuya;;;
une;;;
larme;;;
.;;;
"
";;;
a;;;
Voilh;PER;;
une;;;
mechaneet6;;;
queo;;;
jo;;;
n';;;
oublierai;;;
pas;;;
,;;;
"
";;;
lit;;;
Ia;PER;;
maftresso;PER;;
qui;;;
s'6tait;;;
approeh6e;;;
";";;;
Marguerite;PER;;
,;;;
"
";;;
tu;;;
auras;;;
affaire;;;
a;;;
moi;;;
.;;;
N';;;
aie;;;
pas;;;
de;;;
ehagrin;PER;;
,;;;
ma;;;
"
";;;
Ieanne;LOC;;
";";;;
quoique;;;
tu;;;
aies;;;
6t6;;;
demander;;;
ton;;;
pain;;;
,;;;
"
";;;
on;;;
ne;;;
ten;MISC;;
estimo;MISC;;
pus;;;
moins;;;
.;;;
"
";;;
--;;;
Qa;PER;;
ne;;;
nous;;;
emp8che;;;
pas;;;
de;;;
t';;;
aimer;;;
comme;;;
"
";;;
notre;;;
sur;;;
,;;;
ajouta;;;
la;;;
petite;;;
Louise;PER;;
en;;;
lombrassant;;;
.;;;
"
";;;
-;;;
Il;;;
est;;;
pourtant;;;
bin;;;
dur;;;
de;;;
s';;;
entendre;;;
repro-;;;
"
";;;
cher;;;
sa;;;
misere;;;
,;;;
dit;;;
tristement;;;
Jeanne;PER;;
.;;;
"
";;;
--;;;
Ne;;;
dis;;;
rien;;;
,;;;
ma;;;
eanne;;;
,;;;
reprit;;;
la;;;
mattresse;;;
";";;;
"
";;;
tu;;;
la;;;
verras;;;
un;;;
jourl;;;
Ia;;;
paresse;;;
la;;;
menera;;;
aux;;;
"
";;;
portes;;;
,;;;
comme;;;
ton;;;
malheur;;;
t';;;
y;;;
avait;;;
aonduite;;;
.;;;
"
";;;
D';;;
ailleurs;;;
,;;;
est-ee;;;
que;;;
le;;;
contentement;;;
se;;;
mesure;;;
h;;;
"
";;;
la;;;
richesse;;;
?;;;
lle;MISC;;
aurait;;;
bien;;;
toutes;;;
les;;;
terres;;;
du;;;
"
";;;
monde;;;
qu';;;
elle;;;
ne;;;
serait;;;
pas;;;
heureuse;;;
,;;;
paree;;;
quelle;;;
"
";;;
na;;;
pas;;;
le;;;
cur;;;
sain;;;
.;;;
n;;;
"
";;;
Jeanne;PER;;
ranoammoile;PER;;
lo;PER;;
lhnge;PER;;
de;PER;;
granil;PER;;
oeuis;PER;;
.;;;
"
";;;
Quand;;;
la;;;
lessive;;;
fut;;;
sbche;;;
,;;;
Jeanne;PER;;
apprit;;;
 ;;;
So-;ORG;;
"
";ORG;;
lange;ORG;;
a;;;
bien;;;
6tirer;;;
le;;;
linge;;;
et;;;
a;;;
le;;;
plier;;;
de;;;
fagon;PER;;
"
";;;
qu';;;
il;;;
ett;;;
l';;;
air;;;
d';;;
avoir;;;
6t6;;;
repasse;;;
";";;;
elle;;;
s';;;
etait;;;
aper-;;;
"
";;;
gue;;;
que;;;
la;;;
mattresse;;;
marchait;;;
difficilement;;;
depuis;;;
"
";;;
quelque;;;
temps;;;
,;;;
et;;;
qu';;;
elle;;;
avait;;;
de;;;
lapeine;PER;;
a;;;
se;;;
ser-;;;
"
";;;
vir;;;
de;;;
son;;;
hras;;;
gauehe;;;
";";;;
elle;;;
ne;;;
voulut;;;
done;;;
pas;;;
"
";;;
que;;;
la;;;
mhre;;;
Tixier;;;
prlt;;;
la;;;
moindre;;;
fatigue;;;
 ;;;
ran-;;;
"
";;;
ger;;;
le;;;
linge;;;
";";;;
elle;;;
veilla;;;
un;;;
peu;;;
plus;;;
tard;;;
chaque;;;
"
";;;
jour;;;
pour;;;
finir;;;
de;;;
le;;;
raecommoder;;;
.;;;
Comme;;;
elle;;;
"
";;;
savait;;;
bien;;;
se;;;
aservir;;;
de;;;
son;;;
aiguille;;;
,;;;
elle;;;
appretait;;;
"
";;;
toujours;;;
l';;;
ouvrage;;;
des;;;
autres;;;
filles;;;
et;;;
leur;;;
appre-;;;
"
";;;
nait;;;
 ;;;
le;;;
faire.80oNDE;;;
PARTIR;MISC;;
.;;;
"
";;;
Kn;LOC;;
plant;;;
les;;;
hemnises;;;
d;;;
grand;;;
lLouis;PER;;
,;;;
elle;;;
les;;;
"
";;;
trouva;;;
an;;;
bien;;;
mauvais;;;
6tat;;;
.;;;
"
";;;
a;;;
Vyas;PER;;
don;;;
,;;;
mttsesse;PER;;
,;;;
emme;;;
les;;;
ohemises;;;
"
";;;
do;;;
grand;;;
Louis;PER;;
sontd6chir6esl;PER;;
Si;PER;;
vous;;;
le;;;
voulie;;;
"
 ";;;
veillarais;;;
peur;;;
les;;;
rseeommoler;LOC;;
,;;;
etjo;PER;;
ouperais;PER;;
"
";;;
les;;;
plus;;;
mauvaises;;;
pour;;;
avoir;;;
des;;;
pibees;;;
.;;;
"
";;;
--;;;
Fis;PER;;
,;;;
petite;;;
Jeanne;PER;;
,;;;
fis;;;
omime;;;
tlenten-;;;
"
";;;
dras;;;
,;;;
quoique;;;
pourtant;;;
grand;;;
Louis;PER;;
ne;;;
le;;;
m6rits;;;
"
";;;
gure;;;
.;;;
"
";;;
--;;;
Ne;;;
dites;;;
done;;;
pas;;;
ga;;;
,;;;
maltresse;;;
";";;;
grand;;;
Louis;PER;;
"
";;;
prend;;;
mieux;;;
vos;;;
int6rets;;;
que;;;
vos;;;
propes;;;
entent;;;
"
";;;
ie;;;
le;;;
vois;;;
bien;;;
,;;;
moi;;;
,;;;
et;;;
est;;;
pour;;;
ga;;;
que;;;
je;;;
veux;;;
"
";;;
soigner;;;
son;;;
linge;;;
.;;;
"
";;;
rand;PER;;
ouis;PER;;
vent;PER;;
payar;PER;;
Ieanne;PER;;
.;;;
"
";;;
Quand;;;
Jeanne;PER;;
eut;;;
fini;;;
de;;;
raccommoder;;;
les;;;
che;;;
"
";;;
miss;;;
de;;;
grand;;;
Louis;;;
,;;;
elle;;;
choisit;;;
1heur;;;
o;;;
elle;;;
"
";;;
ne;;;
le;;;
oroyait;;;
pas;;;
 ;;;
lcurie;;;
pour;;;
les;;;
porter;;;
sur;;;
son;;;
"
";;;
1;;;
t;;;
";";;;
mais;;;
grnd;;;
iLouis;PER;;
ataitun;PER;;
fnau;PER;;
et;;;
,;;;
se;;;
dea-;;;
"
";;;
tunt;;;
bien;;;
que;;;
c6tait;;;
Jeanne;PER;;
qi;PER;;
avit;PER;;
soin;;;
de;;;
ses;;;
"
";;;
u;;;
,;;;
il;;;
l;;;
guettait;;;
dapuis;PER;;
plsies;PER;;
iusr;PER;;
.;;;
l;;;
ass;;;
"
";;;
upit;;;
denis;PER;;
la;PER;;
por;PER;;
dadillait;PER;;
venirlehee;PER;;
"
";PER;;
hargts;PER;;
do;PER;;
lings;PER;;
,;;;
et;;;
,;;;
pendant;;;
ele;PER;;
s;PER;;
posaitsur;PER;;
"
";;;
le;;;
lit;;;
,;;;
il;;;
sauta;;;
tout;;;
 ;;;
coup;;;
auprs;;;
delle;;;
"
";;;
aGieeee;PER;;
"
";;;
dit;;;
-elle;;;
toute;;;
honteuse;;;
.;;;
"
";;;
fiiianiio;PER;;
ot;PER;;
.;;;
w;MISC;;
.;;;
i;;;
"
";;;
oignes;;;
mes;;;
effets;;;
Je;MISC;;
ten;MISC;;
remereie;MISC;;
";";;;
mais;;;
,;;;
comme;;;
"
";;;
1;;;
n';;;
ast;;;
pas;;;
juste;;;
que;;;
tu;;;
travailles;;;
pour;;;
rien;;;
,;;;
je;;;
];;;
"
";;;
veux;;;
te;;;
payer;;;
"
";;;
l;;;
gand;;;
Louis;PER;;
,;;;
nou;;;
n;;;
m;;;
des;;;
risn]RAN;;;
EN;MISC;;
SRVICR;MISC;;
.;;;
"
";;;
mon;;;
temps;;;
est;;;
h;;;
la;;;
ialtresse;;;
,;;;
et;;;
eest;;;
olle;;;
qui;;;
ma;;;
"
";;;
laisse;;;
truavailler;;;
h;;;
vos;;;
chemises;;;
.;;;
"
";;;
--;;;
Te;;;
l';;;
a;;;
-t;;;
-elle;;;
command6;;;
?;;;
"
";;;
-;;;
Je;;;
no;;;
dis;;;
pus;;;
ga;;;
,;;;
grand;;;
ouis;;;
";";;;
mais;;;
,;;;
si;;;
elle;;;
"
";;;
me;;;
lavait;;;
dfndu;;;
,;;;
je;;;
ne;;;
l';;;
aurais;;;
pas;;;
fait;;;
.;;;
"
";;;
-;;;
Et;;;
ma;;;
blouse;;;
,;;;
et;;;
mon;;;
pantalonl;;;
Je;;;
te;;;
dis;;;
,;;;
"
";;;
moi;;;
,;;;
petite;;;
leanne;;;
,;;;
qu';;;
il;;;
n;;;
faut;;;
pas;;;
tant;;;
faire;;;
la;;;
"
";;;
flbre;;;
,;;;
et;;;
que;;;
je;;;
veux;;;
te;;;
donner;;;
quelque;;;
chose;;;
.;;;
"
";;;
-;;;
Non;;;
,;;;
grand;;;
Louis;PER;;
,;;;
vous;;;
ne;;;
me;;;
donnerez;;;
"
";;;
rion;;;
,;;;
Je;MISC;;
ne;MISC;;
toucherai;MISC;;
plus;MISC;;
 ;MISC;;
vos;MISC;;
effets;MISC;;
si;MISC;;
vous;MISC;;
me;MISC;;
"
";MISC;;
payer;MISC;;
,;;;
parce;;;
que;;;
vous;;;
oroiriez;;;
que;;;
eest;PER;;
pai;PER;;
inte-;;;
"
";;;
ret;;;
";";;;
mais;;;
,;;;
pour;;;
vous;;;
prouver;;;
que;;;
ce;;;
nest;;;
pas;;;
la;;;
"
";;;
fierte;;;
qqui;;;
mempeehe;;;
daceepter;;;
votre;;;
argent;;;
,;;;
6eou-;;;
"
";;;
tez;;;
:;;;
Je;;;
suis;;;
une;;;
pauvre;;;
fille;;;
qui;;;
n';;;
ai;;;
de;;;
support;;;
"
";;;
de;;;
personne;;;
sur;;;
ls;PER;;
terre;PER;;
";";;;
si;;;
je;;;
me;;;
trouve;;;
jamais;;;
"
";;;
dans;;;
la;;;
peine;;;
,;;;
je;;;
n';;;
irai;;;
pas;;;
a;;;
un;;;
autre;;;
qu';;;
a;;;
vous;;;
.;;;
"
";;;
-;;;
C';;;
est;;;
dit;;;
";";;;
tape;;;
li;;;
,;;;
petite;;;
Jeannel;PER;;
n;;;
"
";;;
Et;;;
il;;;
lui;;;
tendit;;;
une;;;
main;;;
large;;;
eomme;;;
un;;;
bat-;;;
"
";;;
toir;;;
.;;;
Jeanne;PER;;
frappa;;;
dedans;;;
