Token;Label;Quaero;Correction
qu';;;
elle;;;
ne;;;
sortait;;;
plus;;;
de;;;
la;;;
";;;
 ";;;
maison;;;
.;;;
Comme;;;
elle;;;
ne;;;
se;;;
plaignait;;;
de;;;
rien;;;
0;;;
Jeanne;PER;;
";;;
";;;
];;;
ne;;;
lui;;;
disait;;;
pas;;;
eombien;;;
elle;;;
la;;;
trouvait;;;
malade;;;
0;;;
";;;
";;;
];;;
de;;;
peur;;;
de;;;
leffrayer;;;
";";;
mais;;;
0;;;
quand;;;
elle;;;
allait;;;
voir;;;
";;;
";;;
Mme;PER;;
Dumont;PER;;
0;;;
ollo;PER;;
plourait;PER;;
a;;;
ehandes;;;
larmes;;;
0;;;
en;;;
";;;
";;;
];;;
disant;;;
qu';;;
elle;;;
voyait;;;
bien;;;
que;;;
sa;;;
chre;;;
mre;;;
Nan-;;;
";;;
";;;
nette;;;
ne;;;
passerait;;;
pas;;;
l';;;
hiver;;;
.;;;
PREMIRB;MISC;;
PARIIB;;;
.;;;
";;;
";;;
a;;;
Ne;MISC;;
te;MISC;;
d6sole;;;
pes;;;
trop;;;
0;;;
a;;;
petita;;;
Jeanne;PER;;
";";;
nous;;;
";;;
";;;
ne;;;
tabandonnerons;;;
pas;;;
0;;;
lui;;;
disait;;;
lsaure;PER;;
.;;;
";;;
";;;
-Ile;;;
sais;;;
bien;;;
0;;;
mademoiselle;;;
0;;;
et;;;
je;;;
vous;;;
en;;;
re-;;;
";;;
";;;
mereie;ORG;;
de;;;
tout;;;
mon;;;
ceur;;;
";";;
mais;;;
ce;;;
n';;;
est;;;
pas;;;
paree;;;
";;;
 ";;;
que;;;
j;;;
vais;;;
me;;;
trouver;;;
toute;;;
seule;;;
que;;;
je;;;
pleure;;;
";";;
";;;
";;;
gre;MISC;;
 ;MISC;;
Dieu;MISC;;
0;;;
je;;;
suis;;;
forte;;;
0;;;
et;;;
0;;;
gree;;;
h;;;
vous;;;
aussi;;;
0;;;
";;;
";;;
ie;;;
saurai;;;
bien;;;
gagner;;;
ma;;;
vie;;;
";";;
je;;;
me;;;
d6sole;;;
-0;;;
paree;;;
];;;
";;;
";;;
que;;;
jaime;PER;;
la;;;
mere;;;
Nannette;LOC;;
de;;;
toute;;;
mon;;;
me;;;
";";;
et;;;
";;;
";;;
puis;;;
0;;;
qui;;;
dono;;;
m';;;
aimera;;;
jamais;;;
comme;;;
elle;;;
0;;;
qui;;;
";;;
";;;
ma;;;
prise;;;
toute;;;
petite;;;
et;;;
m;;;
a;;;
aecoutumee;LOC;;
au;;;
travalil;LOC;;
0;;;
";;;
";;;
puis;;;
ma;;;
appris;;;
a;;;
aimer;;;
Dieu;MISC;;
0;;;
et;;;
de;;;
qui;;;
j';;;
ai;;;
tou-;;;
];;;
";;;
";;;
jours;;;
regu;;;
de;;;
si;;;
bons;;;
exemplest;;;
n;;;
";;;
";;;
Ieanne;LOC;;
soignait;;;
sa;;;
malade;;;
avee;;;
une;;;
extrtme;;;
";;;
";;;
tendresse;;;
";";;
elle;;;
trouvait;;;
le;;;
moyen;;;
de;;;
lui;;;
faire;;;
venir;;;
";;;
";;;
un;;;
petit;;;
puain;;;
blance;;;
tous;;;
les;;;
deux;;;
jours;;;
";";;
quand;;;
];;;
";;;
";;;
elle;;;
allait;;;
A;LOC;;
la;;;
ville;;;
vendre;;;
son;;;
beurre;;;
0;;;
elle;;;
en;;;
rap-;;;
];;;
";;;
";;;
portait;;;
de;;;
la;;;
viande;;;
et;;;
quelque;;;
friundise;;;
.;;;
Quelque-;;;
];;;
";;;
";;;
fois;;;
elle;;;
achetait;;;
un;;;
poulet;;;
ou;;;
bien;;;
un;;;
canard;;;
dans;;;
];;;
";;;
";;;
le;;;
bourg;;;
0;;;
et;;;
elle;;;
les;;;
aecommodait;;;
comme;;;
elle;;;
avait;;;
];;;
";;;
";;;
vu;;;
fire;;;
a.;;;
Ia;;;
cuisinire;;;
de;;;
Mme;PER;;
Dumont;PER;;
.;;;
Elle;;;
al-;;;
";;;
";;;
lait;;;
aussi;;;
au;;;
moulin;;;
chercher;;;
un;;;
peu;;;
de;;;
poisson;;;
";";;
];;;
";;;
";;;
d';;;
autres;;;
fois;;;
0;;;
elle;;;
lui;;;
donnait;;;
une;;;
petite;;;
crme;;;
0;;;
et;;;
0;;;
];;;
";;;
";;;
quand;;;
elle;;;
chauffait;;;
le;;;
four;;;
0;;;
elle;;;
lui;;;
faisait;;;
tou-;;;
];;;
";;;
";;;
jours;;;
cuire;;;
quelque;;;
bonne;;;
ptisserie;;;
";";;
enfin;;;
0;;;
elle;;;
ne;;;
];;;
";;;
";;;
lui;;;
laissait;;;
hoire;;;
que;;;
du;;;
hon;;;
vin;;;
qu';;;
elle;;;
suerait;;;
];;;
";;;
";;;
un;;;
peu;;;
.;;;
";;;
";;;
La;;;
mre;PER;;
Hannetto;PER;;
troe;;;
ge;;;
Jeanne;PER;;
d6pense;;;
trop;;;
.;;;
];;;
";;;
";;;
La;;;
mre;;;
Nannette;LOC;;
la;;;
laissait;;;
faire;;;
";";;
pourtant;;;
elle;;;
];;;
";;;
";;;
lui;;;
disait;;;
quelquefois;;;
:;;;
";;;
";;;
a;;;
Tu;;;
me;;;
gtes;;;
0;;;
petite;;;
leanne;;;
";";;
tu;;;
depense]NANCR;;;
D;;;
JEANINR;MISC;;
.;;;
";;;
";;;
trop;;;
d';;;
argoent;;;
0;;;
ma;;;
fllle;LOC;;
:;;;
ela;PER;;
sest;PER;;
pas;;;
raisonna-;;;
";;;
";;;
ble;;;
.;;;
";;;
";;;
-0;;;
IH6;MISC;;
bien;;;
done;;;
0;;;
repondait;;;
lJeanne;MISC;;
0;;;
nuvea;;;
-vous;;;
";;;
";;;
];;;
as;;;
assez;;;
travaill6;;;
quand;;;
vous;;;
6tiez;;;
jeune;;;
0;;;
et;;;
n';;;
est-;;;
";;;
";;;
il;;;
pus;;;
juste;;;
que;;;
vous;;;
jouissie;;;
 ;;;
present;;;
de;;;
quel-;;;
";;;
";;;
ques;;;
doueeurs;;;
?;;;
";;;
";;;
--;;;
Mais;;;
eoute;PER;;
done;PER;;
0;;;
petite;;;
0;;;
si;;;
tu;;;
d6penses;;;
tout;;;
0;;;
";;;
";;;
];;;
tu;;;
te;;;
feras;;;
tort;;;
";";;
eur;;;
c';;;
est;;;
toi;;;
qui;;;
h6riteras;;;
ds;;;
ce;;;
";;;
";;;
];;;
que;;;
je;;;
laisserai;;;
0;;;
entends;;;
-0;;;
tu;;;
";;;
";;;
];;;
--Cest;;;
bon;;;
0;;;
oest;;;
bon;;;
0;;;
ma;;;
ehere;;;
mbere;;;
";";;
nevous;;;
";;;
";;;
];;;
inquietes;;;
pas;;;
de;;;
oelal;PER;;
laissez;;;
-moi;;;
faire;;;
";";;
j';;;
en;;;
aurai;;;
";;;
";;;
];;;
toujours;;;
bien;;;
assez;;;
.;;;
N';;;
ai;;;
-je;;;
pas;;;
de;;;
bons;;;
bras;;;
pour;;;
";;;
";;;
1;;;
travaillearf;;;
Et;;;
dailleurs;;;
0;;;
ne;;;
faut;;;
-il;;;
pas;;;
que;;;
vous;;;
";;;
";;;
[;;;
engraissiez;PER;;
un;;;
peu;;;
pour;;;
aller;;;
faire;;;
la;;;
veille;;;
cet;;;
";;;
";;;
];;;
hiver;;;
avee;;;
les;;;
voisinest;;;
";;;
";;;
-0;;;
Eh;;;
bien;;;
0;;;
ma;;;
fille;;;
0;;;
jentends;;;
que;;;
tu;;;
man-;;;
";;;
";;;
ges;;;
de;;;
toutes;;;
les;;;
bonnes;;;
frieassees;;;
que;;;
tu;;;
me;;;
";;;
";;;
fais;;;
.;;;
";;;
";;;
-0;;;
Merci;;;
0;;;
mere;PER;;
Nannette;PER;;
";";;
ne;;;
serait;;;
-il;;;
pas;;;
hon-;;;
";;;
";;;
teux;;;
qu';;;
il;;;
fallt;;;
des;;;
fricasses;;;
 ;;;
une;;;
grande;;;
fille;;;
";;;
";;;
comme;;;
moil;PER;;
n;;;
";;;
";;;
M;LOC;;
0;;;
le;;;
cur6;;;
ilent;;;
vaoir;;;
tous;;;
les;;;
jours;;;
la;;;
mare;LOC;;
Mannette;LOC;;
.;;;
";;;
";;;
M.;;;
le;;;
eur6;MISC;;
ne;;;
manquait;;;
pas;;;
de;;;
venir;;;
chaque;;;
";;;
";;;
jour;;;
voir;;;
la;;;
mere;;;
Nannette;LOC;;
";";;
comme;;;
c';;;
tait;;;
une;;;
";;;
";;;
femme;;;
de;;;
grand;;;
sens;;;
0;;;
il;;;
parlait;;;
aves;;;
alle;;;
de;;;
la;;;
";;;
";;;
bont6;ORG;;
et;;;
le;;;
la;;;
mis6ricorde;;;
de;;;
Dieu;MISC;;
0;;;
et;;;
la;;;
preparait;;;
";;;
";;;
h;;;
mourir;;;
sans;;;
qu';;;
elle;;;
s';;;
en;;;
doutt;;;
.;;;
I;LOC;;
la;;;
eonfessait;;;
";;;
";;;
souent;;;
et;;;
lui;;;
apportait;;;
la;;;
sainte;;;
communion;;;
0;;;
afin;;;
";;;
";;;
qu';;;
elle;;;
ft;;;
toujours;;;
en;;;
etat;;;
de;;;
grAce;LOC;;
";";;
il;;;
lui;;;
faisait;;;
";;;
";;;
entendre;;;
aussi;;;
que;;;
leglise;;;
6tit;;;
trop;;;
froide;;;
pourPRRMIkERE;;;
PARTi;MISC;;
.;;;
";;;
";;;
elle;;;
et;;;
qu';;;
il;;;
ne;;;
voulait;;;
pas;;;
qu';;;
lle;;;
y;;;
entrAt;;;
avant;;;
";;;
";;;
Phques;LOC;;
.;;;
";;;
";;;
On;;;
6tait;;;
a;;;
la;;;
fln;;;
de;;;
l';;;
automne;;;
:;;;
la;;;
mbere;;;
Nan-;ORG;;
";;;
";;;
ntte;;;
baissait;;;
de;;;
plus;;;
n;;;
plus;;;
0;;;
et;;;
bient0;MISC;;
t;MISC;;
elle;;;
no;;;
";;;
";;;
qitta;LOC;;
plus;;;
le;;;
lit;;;
.;;;
Jeann;;;
l;;;
mttait;;;
ohaue;;;
mati;;;
";;;
";;;
dans;;;
lo;;;
sien;;;
propre;;;
0;;;
afin;;;
de;;;
fire;MISC;;
prendre;;;
lair;MISC;;
h;MISC;;
";;;
";MISC;;
l';MISC;;
autse;MISC;;
0;;;
qu';;;
ello;;;
exposuit;;;
dehors;;;
si;;;
ls;PER;;
temps;;;
le;;;
pe-;;;
";;;
";;;
mettait;;;
0;;;
Le;MISC;;
lit;MISC;;
de;MISC;;
leanne;MISC;;
6tait;MISC;;
anaore;MISC;;
meilleur;MISC;;
que;;;
";;;
";;;
celui;;;
de;;;
la;;;
mbr;MISC;;
Nannette;MISC;;
0;;;
qui;;;
0;;;
pendant;;;
huit;;;
ans;;;
0;;;
";;;
";;;
n';;;
avait;;;
pas;;;
vendu;;;
la;;;
plume;;;
de;;;
ses;;;
oies;;;
0;;;
poeur;;;
amas;;;
";;;
";;;
ser;;;
le;;;
lit;;;
eomplet;;;
de;;;
sa;;;
fllle;;;
adoptive;;;
.;;;
Ia;;;
malade;;;
";;;
";;;
retrouvait;;;
le;;;
soir;;;
son;;;
coueher;;;
tout;;;
frais;;;
0;;;
et;;;
ella;;;
";;;
";;;
dormait;;;
mieux;;;
la;;;
nuit;;;
.;;;
";;;
";;;
HIa;PER;;
mre;PER;;
Iannette;;;
s';;;
teint;;;
tomt;;;
a;;;
fait;;;
.;;;
";;;
";;;
Un;;;
jour;;;
du;;;
mois;;;
de;;;
d6embre;;;
0;;;
le;;;
soleil;;;
ayant;;;
";;;
";;;
perc6;;;
les;;;
nuages;;;
0;;;
leanne;LOC;;
mena;;;
le;;;
betail;;;
A;;;
labreu-;;;
";;;
";;;
voir;;;
.;;;
En;;;
reenant;;;
0;;;
elle;;;
fit;;;
le;;;
grand;;;
tour;;;
par;;;
la;;;
";;;
";;;
pelouse;;;
";";;
ses;;;
betes;;;
0;;;
qui;;;
ne;;;
sortaient;;;
pas;;;
depuis;;;
";;;
";;;
longtemps;;;
0;;;
6etaient;;;
bien;;;
contentes;;;
de;;;
se;;;
trouver;;;
de-;;;
";;;
";;;
hors;;;
0;;;
t;;;
Jeanne;PER;;
se;;;
presiait;;;
dautant;;;
moins;;;
de;;;
les;;;
";;;
";;;
ramener;;;
 ;;;
l6table;;;
que;;;
la;;;
mre;;;
Nannette;LOC;;
semblait;;;
";;;
";;;
mieux;;;
ce;;;
jour;;;
-0;;;
la;;;
.;;;
En;;;
rentrant;;;
0;;;
elle;;;
alla;;;
tout;;;
droit;;;
";;;
";;;
au;;;
lit;;;
de;;;
la;;;
malade;;;
qualle;;;
trouva;;;
endormie;;;
et;;;
en-;;;
";;;
";;;
core;;;
plus;;;
pAle;MISC;;
que;;;
de;;;
coutume;;;
.;;;
Elle;;;
ralluma;;;
le;;;
";;;
";;;
feu;;;
tout;;;
doueement;;;
pour;;;
lui;;;
fhire;;;
ehauffer;;;
un;;;
";;;
";;;
bouillon;;;
.;;;
Quand;;;
il;;;
fut;;;
chaud;;;
0;;;
elle;;;
le;;;
mit;;;
dans;;;
un;;;
";;;
";;;
gobelet;;;
et;;;
le;;;
porta;;;
a;;;
sa;;;
chre;;;
mre;;;
";";;
mais;;;
en;;;
lui;;;
";;;
";;;
sonlevant;;;
la;;;
tte;;;
pour;;;
Ia;PER;;
faire;;;
bhoire;LOC;;
0;;;
elle;;;
la;;;
sentit;;;
";;;
";;;
toute;;;
froide;;;
.;;;
lle;MISC;;
courut;;;
h;;;
la;;;
porte;;;
appeler;;;
du;;;
se-;;;
";;;
";;;
cours;;;
.;;;
Deux;;;
voeisines;;;
entrbrent;;;
et;;;
virent;;;
kl;;;
quNANCE;;;
DE;PER;;
IRANNE;PER;;
.;;;
";;;
";;;
tout;;;
etait;;;
fini;;;
pur;;;
la;;;
mre;MISC;;
Nannette;MISC;;
.;;;
Blles;PER;;
voulu-;;;
";;;
";;;
raent;;;
emmener;;;
eanne;;;
0;;;
n;;;
diaant;;;
quelles;;;
se;;;
char-;;;
";;;
";;;
];;;
goraiant;;;
de;;;
faire;;;
la;;;
veill6e;;;
";";;
mais;;;
elle;;;
leur;;;
dit;;;
en;;;
";;;
";;;
plaurant;;;
 ;;;
chaudes;;;
larmes;;;
qu';;;
elle;;;
ne;;;
voulait;;;
pas;;;
";;;
";;;
];;;
quittar;MISC;;
sa;MISC;;
chre;MISC;;
mbre;;;
Nannette;;;
avant;;;
quon;;;
let;;;
";;;
";;;
];;;
portee;;;
en;;;
terre;;;
.;;;
L';;;
une;;;
des;;;
voisines;;;
alla;;;
faire;;;
la;;;
d6-;;;
";;;
";;;
];;;
elaration;;;
0;;;
pendant;;;
que;;;
l';;;
autre;;;
aidait;;;
Jeanne;PER;;
et;;;
lui;;;
";;;
";;;
];;;
tenait;;;
ompagnie;PER;;
auprs;PER;;
du;;;
lit;;;
de;;;
la;;;
morte;;;
.;;;
";;;
";;;
sintressement;;;
de;;;
Jeanne;PER;;
.;;;
";;;
";;;
];;;
Lo;PER;;
maire;;;
entra;;;
et;;;
demanda;;;
 ;;;
leanne;;;
si;;;
la;;;
d6-;;;
";;;
";;;
];;;
funte;;;
avait;;;
fait;;;
un;;;
testament;;;
pour;;;
lui;;;
donner;;;
son;;;
";;;
";;;
];;;
bien;;;
";";;
ear;;;
elle;;;
avait;;;
toujours;;;
dit;;;
que;;;
sa;;;
fille;;;
adop-;;;
";;;
";;;
];;;
tive;;;
serait;;;
son;;;
h6ritire;;;
0;;;
";;;
";;;
];;;
Non;;;
0;;;
monsieur;;;
le;;;
maire;;;
0;;;
dit;;;
Jeanne;PER;;
";";;
si;;;
elle;;;
";;;
";;;
avait;;;
fait;;;
quelque;;;
chose;;;
pour;;;
moi;;;
0;;;
elle;;;
me;;;
laurait;;;
";;;
";;;
];;;
bien;;;
dit;;;
....;;;
";;;
";;;
];;;
-0;;;
Mais;;;
elle;;;
ne;;;
ae;;;
eroyait;;;
peut;;;
-0;;;
etre;;;
pas;;;
si;;;
pres;;;
";;;
";;;
de;;;
sa;;;
fin;;;
";";;
vous;;;
ne;;;
lui;;;
aves;PER;;
done;PER;;
pas;;;
rappel6;;;
ee;;;
";;;
";;;
];;;
qu';;;
elle;;;
devait;;;
fire;;;
pour;;;
voust;PER;;
";;;
";;;
];;;
-0;;;
Non;;;
vraiment;;;
0;;;
monsieur;;;
le;;;
maire;;;
0;;;
jen;PER;;
au-;PER;;
";;;
";;;
];;;
rais;;;
6t6;;;
bien;;;
fch6el;;;
Si';PER;;
la;;;
pauvre;;;
femme;;;
s'6tait;;;
";;;
";;;
];;;
erue;;;
en;;;
danger;;;
0;;;
cetts;ORG;;
id6e;ORG;;
l';;;
aurait;;;
peut;;;
-0;;;
tre;;;
fait;;;
";;;
";;;
];;;
mourir;;;
plus;;;
tt;;;
.;;;
Elle;;;
n';;;
a;;;
pas;;;
eu;;;
un;;;
seul;;;
instant;;;
la;;;
";;;
";;;
];;;
pensee;;;
que;;;
tout;;;
serait;;;
bientt;PER;;
fini;;;
pour;;;
elle;;;
0;;;
el;;;
";;;
";;;
];;;
pour;;;
toutl';;;
or;;;
du;;;
monde;;;
je;;;
ne;;;
le;;;
lui;;;
aurais;;;
pas;;;
dit;;;
.;;;
";;;
 ";;;
D';;;
ailleurs;;;
0;;;
je;;;
suis;;;
jeune;;;
et;;;
je;;;
peux;;;
travailler;;;
:;;;
il;;;
";;;
";;;
];;;
est;;;
juste;;;
que;;;
son;;;
neven;;;
hrite;;;
";";;
il;;;
faudra;;;
l';;;
aven-;;;
";;;
";;;
];;;
tir;;;
.;;;
";;;
";;;
];;;
-0;;;
Je;;;
vais;;;
lui;;;
envoyer;;;
un;;;
expres;;;
0;;;
 ;;;
dit;;;
le;;;
maire;;;
.;;;
";;;
";;;
Bt;;;
il;;;
sortit;;;
.;;;
PRBMIIRRE;LOC;;
PARI;LOC;;
.;;;
";;;
";;;
leunne;LOC;;
se;;;
mit;;;
h;;;
genoux;;;
au;;;
piad;;;
du;;;
lit;;;
at;;;
lut;;;
les;;;
";;;
";;;
pribres;;;
des;;;
morts;;;
";";;
d;;;
tm;;;
an;;;
temps;;;
elle;;;
aa;PER;;
le-;PER;;
";;;
";PER;;
ktii;PER;;
";;;
";;;
LHIII;PER;;
";;;
;;;
";PER;;
II;PER;;
";;;
 ";PER;;
Sil;PER;;
";;;
";PER;;
III;PER;;
";;;
";;;
1lI;;;
";;;
;;;
";;;
l;;;
";;;
";;;
I;MISC;;
";;;
";MISC;;
E;MISC;;
";;;
";;;
g;;;
";;;
";;;
Mll;PER;;
";;;
";;;
e;;;
";;;
";;;
:;;;
LI;MISC;;
";;;
";;;
rzl;;;
";;;
";;;
Me;PER;;
";;;
";PER;;
I.;PER;;
";;;
;;;
;;;
";PER;;
I;PER;;
";;;
;;;
";PER;;
II;PER;;
";;;
";PER;;
I;PER;;
";;;
";PER;;
IMI;PER;;
";;;
";;;
.-;;;
;;;
";;;
";;;
7;;;
";;;
";;;
;;;
";;;
";;;
/:W;;;
";;;
";;;
L;;;
";;;
";;;
IUH;MISC;;
";;;
";;;
Il;;;
";;;
;;;
";;;
7Il1;;;
";;;
";;;
FLlE--;LOC;;
.;;;
";;;
";;;
3;;;
";;;
";;;
T;MISC;;
";;;
";MISC;;
E;MISC;;
";;;
";MISC;;
II;MISC;;
";;;
";MISC;;
IZ2e;MISC;;
";;;
;;;
";MISC;;
II;MISC;;
";;;
";MISC;;
W;MISC;;
";;;
";MISC;;
I;MISC;;
";;;
";;;
aiiilIs;;;
";;;
";;;
H.;PER;;
";;;
";PER;;
II;PER;;
";;;
;;;
";;;
---;;;
";;;
";;;
Jeane;PER;;
se;;;
mit;;;
a;;;
enux;;;
";;;
";;;
r;;;
";;;
";;;
Is;MISC;;
";;;
";MISC;;
I;MISC;;
";;;
";;;
vait;;;
nour;PER;;
emhrasser;PER;;
la;;;
dfunte;;;
0;;;
puis;;;
elle;;;
continuai;;;
];;;
";;;
";;;
eee;;;
prieres;;;
en;;;
pleurant;;;
.;;;
Elle;;;
fit;;;
la;;;
veille;;;
du;;;
corps]ENFANCE;;;
RE;MISC;;
JRANNB;MISC;;
.;;;
";;;
";;;
an;;;
compugnio;PER;;
des;;;
deux;;;
bonnes;;;
voisines;;;
qui;;;
na;;;
";;;
";;;
voulurent;;;
pas;;;
la;;;
quittaer;;;
.;;;
";;;
";;;
0n;;;
anterre;PER;;
a;PER;;
mra;PER;;
Nannattoe;PER;;
.;;;
";;;
";;;
Comme;;;
la;;;
mre;;;
Nannette;LOC;;
avat;;;
6t6;;;
une;;;
honnte;;;
";;;
";;;
femme;;;
0;;;
bien;;;
ohligeante;;;
0;;;
tout;;;
le;;;
monde;;;
du;;;
boug;;;
";;;
";;;
jusqu';;;
aux;;;
ptits;;;
enfnts;;;
0;;;
vint;;;
0;;;
le;;;
lndemain;;;
ma;;;
";;;
";;;
tin;;;
0;;;
la;;;
voir;;;
sur;;;
son;;;
lit;;;
de;;;
mort;;;
et;;;
lui;;;
apporter;;;
des;;;
";;;
";;;
bouquets;;;
d';;;
herbes;;;
fortes;;;
.;;;
Quoique;;;
Jeanne;PER;;
plaeurt;;;
";;;
";;;
toujours;;;
0;;;
elle;;;
presentait;;;
le;;;
buis;;;
a;;;
tous;;;
seuas;;;
i;;;
";;;
";;;
voulaient;;;
jeter;;;
de;;;
l';;;
eau;;;
b6nite;;;
sur;;;
le;;;
corps;;;
.;;;
Vers;;;
";;;
";;;
midi;;;
0;;;
le;;;
charpentier;;;
apporta;;;
la;;;
bibre;;;
0;;;
et;;;
Jeanne;PER;;
0;;;
";;;
";;;
aid6e;;;
de;;;
ses;;;
deux;;;
voisines;;;
0;;;
y;;;
plaga;PER;;
le;;;
corps;;;
aprbs;PER;;
";;;
";PER;;
I';PER;;
avoir;;;
embrass6;MISC;;
une;;;
dernire;;;
fois;;;
.;;;
Pendant;;;
qu';;;
on;;;
";;;
";;;
olouait;;;
le;;;
couverole;;;
0;;;
la;;;
pauvre;;;
fille;;;
eriait;;;
sans;;;
pou-;;;
";;;
";;;
voir;;;
se;;;
retenir;;;
.;;;
On;;;
mit;;;
la;;;
bibre;;;
devant;;;
la;;;
porto;LOC;;
";";;
";;;
";;;
alors;;;
le;;;
maire;;;
entra;;;
avee;PER;;
maftre;PER;;
Gerbaud;PER;;
0;;;
nevou;;;
";;;
";;;
et;;;
h6ritier;;;
de;;;
la;;;
d6funte;;;
0;;;
et;;;
la;;;
maison;;;
s';;;
emplit;;;
de;;;
";;;
";;;
monde;;;
.;;;
eanne;LOC;;
0;;;
la;;;
tete;PER;;
enfonoee;PER;;
dans;;;
sa;;;
capote;;;
0;;;
";;;
";;;
pleurait;;;
dans;;;
un;;;
coin;;;
.;;;
M.;;;
le;;;
eur6;MISC;;
vint;;;
aves;PER;;
l;PER;;
";;;
";PER;;
croix;PER;;
0;;;
et;;;
l';;;
on;;;
partit;;;
pour;;;
leglise;;;
.;;;
La;;;
pauvre;;;
fille;;;
";;;
";;;
n';;;
aurait;;;
pas;;;
pu;;;
suivre;;;
l';;;
enterrement;;;
si;;;
les;;;
voisines;;;
";;;
";;;
ne;;;
l';;;
eussent;;;
outenue;;;
.;;;
";;;
";;;
Apres;LOC;;
la;;;
e6r6monie;;;
0;;;
on;;;
la;;;
ramena;;;
dans;;;
la;;;
mai-;;;
";;;
";;;
son;;;
0;;;
o;;;
le;;;
maire;;;
et;;;
Gerhaud;PER;;
etaient;;;
d6ji;;;
redus;;;
.;;;
";;;
";;;
M.;;;
le;;;
eur6;MISC;;
ne;;;
tarda;;;
pas;;;
h;;;
les;;;
y;;;
rejoindre;;;
.;;;
";;;
";;;
ii;MISC;;
n;MISC;;
0;;;
ii;ORG;;
0;;;
ei;;;
sa;;;
aons;;;
";;;
";;;
son;;;
eoffre;;;
0;;;
tout;;;
le;;;
monde;;;
le;;;
sait;;;
";";;
vous;;;
les;;;
lui;;;
lais-;;;
";;;
";;;
sere;;;
bien;;;
aemorter;;;
";;;
";;;
L;MISC;;
iii;MISC;;
nu;;;
arueat;PER;;
nus;;;
dses;;;
-0;;;
PREIIR;MISC;;
PARTIR;;;
.;;;
";;;
";;;
moire;;;
de;;;
la;;;
d6funte;;;
0;;;
dit;;;
une;;;
des;;;
voisines;;;
";";;
je;;;
les;;;
";;;
";;;
lui;;;
ai;;;
vu;;;
faire;;;
et;;;
marquer;;;
 ;;;
son;;;
nom;;;
.;;;
";;;
";;;
-0;;;
ILn;PER;;
mre;PER;;
Nannette;LOC;;
avait;;;
l';;;
argant;;;
de;;;
leanno;LOC;;
0;;;
";;;
";;;
ujouta;;;
M.;;;
le;;;
ou;;;
.;;;
ILaA;MISC;;
puauvre;;;
femme;;;
ma;;;
souvent;;;
";;;
";;;
dit;;;
qu';;;
lle;;;
la;;;
ffait;;;
son;;;
h6ritiere;;;
";";;
mais;;;
0;;;
somnme;;;
";;;
";;;
alle;LOC;;
n';;;
a;;;
pas;;;
laiss6;;;
de;;;
testament;;;
0;;;
vous;;;
usez;;;
de;;;
votre;;;
";;;
";;;
lroit;PER;;
:;;;
eest;;;
juste;;;
.;;;
";;;
";;;
-0;;;
Monsieur;;;
le;;;
eure;;;
0;;;
dit;;;
Garbaud;PER;;
0;;;
jo;;;
ne;;;
veux;;;
";;;
";;;
rion;LOC;;
prendre;;;
a;;;
cstte;PER;;
filla;PER;;
:;;;
qu';;;
alla;;;
me;;;
diso;;;
combion;;;
";;;
";;;
dargent;;;
elle;;;
a;;;
remis;;;
h;;;
ma;;;
tante;;;
0;;;
et;;;
je;;;
le;;;
lui;;;
ren-;;;
";;;
";;;
drai;;;
tout;;;
de;;;
suite;;;
avee;;;
ses;;;
draps;;;
.;;;
";;;
";;;
-0;;;
Voyons;;;
0;;;
Jeanne;PER;;
0;;;
dit;;;
le;;;
maire;;;
0;;;
quelle;;;
somme;;;
";;;
";;;
ave;;;
-vous;;;
confie;;;
 ;;;
la;;;
mbre;MISC;;
Nannette;MISC;;
?;;;
";;;
";;;
-0;;;
Monsieur;;;
0;;;
je;;;
serais;;;
bien;;;
en;;;
peine;;;
de;;;
le;;;
dire;;;
";";;
";;;
 ";;;
mesure;;;
que;;;
je;;;
guagnais;;;
quelque;;;
chose;;;
0;;;
je;;;
le;;;
don-;;;
";;;
";;;
nais;;;
h;;;
ma;;;
chere;;;
mre;;;
0;;;
et;;;
je;;;
ne;;;
lui;;;
ai;;;
pas;;;
demand6;;;
];;;
";;;
";;;
de;;;
oompte;;;
0;;;
bien;;;
srement;;;
.;;;
Mattre;PER;;
Gerbaud;PER;;
0;;;
vous;;;
";;;
";;;
pouvez;;;
tout;;;
garder;;;
";";;
la;;;
pauvre;;;
femme;;;
a;;;
bien;;;
asse;;;
";;;
";;;
fait;;;
pour;;;
moi;;;
sans;;;
que;;;
je;;;
reclame;;;
encore;;;
quelque;;;
";;;
";;;
chose;;;
";";;
d';;;
ailleurs;;;
0;;;
jii;;;
la;;;
force;;;
de;;;
travailler;;;
0;;;
et;;;
je;;;
";;;
";;;
ne;;;
crains;;;
pas;;;
l';;;
ouvrage;;;
.;;;
n;;;
";;;
";;;
Maitre;PER;;
erhanl;PER;;
so;PER;;
piue;PER;;
de;PER;;
ginarosit;;;
.;;;
";;;
";;;
MI;LOC;;
.;;;
le;;;
cur6;ORG;;
dit;;;
que;;;
leanne;LOC;;
agissait;;;
et;;;
parlait;;;
en;;;
";;;
";;;
honnete;;;
fille;;;
0;;;
et;;;
que;;;
Gerbaud;PER;;
ne;;;
voudrait;;;
eertaine-;;;
];;;
";;;
";;;
ment;;;
pas;;;
qu';;;
lle;;;
ft;;;
dupe;;;
de;;;
sa;;;
probit;;;
.;;;
";;;
";;;
a;;;
Non;;;
0;;;
monsieur;;;
le;;;
eur6;MISC;;
0;;;
