Token;Label_Maj;Quaero_Maj
bien;;
que;;
l';;
on;;
peut;;
être;;
heureux;;
ce;;
jour;;
-là;;
tout;;
comme;;
un;;
autre;;
.;;
"
";;
—;;
Et;;
je;;
ne;;
veux;;
pas;;
qu';;
il;;
n';;
y;;
ait;;
de;;
bonheur;;
que;;
pour;;
moi;;
aujourd'hui;;
;;
ajouta;;
Mme;PER;
Dumont;PER;
";";;
cette;;
pauvre;;
femme;;
sera;;
bien;;
récompensée;;
.;;
»;;
"
";;
Mme;PER;
Dumont;PER;
descendit;;
alors;;
;;
suivie;;
d';;
Isaure;PER;
et;;
de;;
la;;
servante;;
;;
qui;;
tenait;;
toujours;;
Jeanne;PER;
par;;
la;;
main;;
.;;
Quand;;
elle;;
fut;;
arrivée;;
au;;
bas;;
de;;
l';;
escalier;;
;;
elle;;
appela;;
Catherine;PER;
;;
et;;
;;
la;;
voyant;;
si;;
pâle;;
;;
elle;;
la;;
fit;;
asseoir;;
.;;
"
";;
«;;
Où;;
avez;;
-vous;;
donc;;
trouvé;;
mon;;
bracelet;;
?;;
"
";;
—;;
Madame;;
;;
c';;
est;;
Jeanne;PER;
;;
ma;;
petite;;
fille;;
;;
qui;;
l';;
a;;
vu;;
reluire;;
au;;
soleil;;
et;;
qui;;
l';;
a;;
ramassé;;
au;;
bord;;
du;;
fossé;;
sur;;
la;;
route;;
.;;
"
";;
—;;
Je;;
vous;;
remercie;;
de;;
me;;
l';;
avoir;;
rapporté;;
;;
et;;
voici;;
quinze;;
francs;;
pour;;
vous;;
récompenser;;
de;;
votre;;
probité;;
.;;
"
";;
—;;
Oh;;
!;;
merci;;
;;
madame;;
:;;
je;;
n';;
ai;;
fait;;
que;;
mon;;
devoir;;
en;;
vous;;
rendant;;
ce;;
qui;;
vous;;
appartient;;
";";;
je;;
ne;;
dois;;
pas;;
en;;
être;;
récompensée;;
.;;
"
";;
—;;
Eh;;
bien;;
!;;
comme;;
vous;;
m';;
avez;;
fait;;
un;;
grand;;
plaisir;;
;;
je;;
veux;;
vous;;
en;;
faire;;
un;;
aussi;;
:;;
prenez;;
donc;;
cet;;
argent;;
.;;
"
";;
—;;
Que;;
Dieu;;
vous;;
bénisse;;
;;
madame;;
;;
pour;;
le;;
bien;;
que;;
vous;;
me;;
faites;;
!;;
"
";;
—;;
Mais;;
;;
dites;;
-moi;;
:;;
il;;
me;;
semble;;
que;;
je;;
ne;;
vous;;
ai;;
jamais;;
vue;;
dans;;
ce;;
pays;;
-0;;
ci;;
?;;
Pourquoi;;
mendiez;;
-vous;;
donc;;
;;
étant;;
encore;;
dans;;
la;;
force;;
de;;
l';;
âge;;
?;;
"
";;
—;;
C';;
est;;
que;;
;;
madame;;
;;
j';;
y;;
suis;;
forcée;;
par;;
ma;;
grande;;
misère;;
.;;
»;;
"
";;
Alors;;
elle;;
raconta;;
son;;
malheur;;
et;;
la;;
charité;;
de;;
la;PER;
mère;PER;
Nannette;PER;
.;;
"
";;
«;;
Catherine;PER;
;;
vous;;
enverrez;;
votre;;
petite;;
fille;;
ici;;
tous;;
les;;
vendredis;;
;;
et;;
je;;
lui;;
donnerai;;
une;;
pièce;;
du;;
cinquante;;
centimes;;
.;;
"
";;
—;;
Que;;
Dieu;;
vous;;
récompense;;
;;
madame;;
!;;
»;;
"
";;
Et;;
Catherine;PER;
;;
ayant;;
pris;;
sa;;
fille;;
par;;
la;;
main;;
;;
sortit;;
pour;;
retourner;;
chez;;
la;PER;
mère;PER;
Nannette;PER;
.;;
"
";;
En;;
entrant;;
;;
elle;;
lui;;
présenta;;
les;;
trois;;
pièces;;
de;;
cinq;;
francs;;
qu';;
on;;
lui;;
avait;;
données;;
:;;
"
";;
«;;
Prenez;;
-0;;
les;;
;;
mère;PER;
Nannette;PER;
";";;
ça;;
vous;;
dédommagera;;
un;;
peu;;
";";;
car;;
il;;
n';;
est;;
pas;;
juste;;
que;;
vous;;
me;;
logiez;;
pour;;
rien;;
si;;
je;;
puis;;
vous;;
donner;;
quelque;;
chose;;
.;;
"
";;
—;;
Vous;;
savez;;
bien;;
;;
Catherine;PER;
;;
que;;
je;;
ne;;
veux;;
rien;;
accepter;;
pour;;
cela;;
";";;
ce;;
n';;
est;;
pas;;
une;;
grande;;
gêne;;
pour;;
moi;;
de;;
vous;;
avoir;;
dans;;
ma;;
maison;;
;;
qui;;
peut;;
nous;;
loger;;
toutes;;
les;;
deux;;
";";;
mon;;
feu;;
peut;;
faire;;
bouillir;;
votre;;
pot;;
en;;
même;;
temps;;
que;;
le;;
mien;;
.;;
Mais;;
donnez;;
-moi;;
votre;;
argent;;
";";;
je;;
vous;;
le;;
garderai;;
pour;;
acheter;;
ce;;
qui;;
vous;;
sera;;
nécessaire;;
.;;
»;;
"
";;
Catherine;PER;
va;;
dans;;
son;;
village;;
.;;
"
";;
Après;;
s';;
être;;
reposée;;
tout;;
le;;
reste;;
de;;
la;;
journée;;
;;
Catherine;PER;
se;;
coucha;;
de;;
bonne;;
heure;;
.;;
Le;;
lendemain;;
elle;;
éveilla;;
Jeanne;PER;
de;;
bon;;
matin;;
";";;
elle;;
l';;
habilla;;
et;;
lui;;
lava;;
les;;
mains;;
et;;
le;;
visage;;
";";;
puis;;
;;
après;;
lui;;
avoir;;
fait;;
faire;;
sa;;
prière;;
;;
elle;;
lui;;
dit;;
:;;
"
";;
«;;
Ma;;
fille;;
;;
il;;
faut;;
que;;
j';;
aille;;
à;;
notre;;
village;;
pour;;
prier;;
maître;PER;
Guillaume;PER;
de;;
m';;
amener;;
ici;;
notre;;
pauvre;;
mobilier;;
.;;
Je;;
ne;;
peux;;
pas;;
t';;
emmener;;
;;
tu;;
es;;
trop;;
petite;;
pour;;
faire;;
tant;;
de;;
chemin;;
";";;
tu;;
ne;;
marcherais;;
pas;;
pendant;;
trois;;
lieues;;
de;;
suite;;
.;;
Si;;
la;PER;
mère;PER;
Nannette;PER;
;;
qui;;
est;;
une;;
brave;;
femme;;
;;
veut;;
bien;;
te;;
garder;;
avec;;
elle;;
pendant;;
ce;;
temps;;
-là;;
;;
j';;
irai;;
trouver;;
maître;PER;
Guillaume;PER;
;;
et;;
tu;;
m';;
attendras;;
ici;;
";";;
je;;
coucherai;;
dans;;
sa;;
grange;;
;;
et;;
demain;;
de;;
bonne;;
heure;;
je;;
serai;;
de;;
retour;;
.;;
»;;
"
";;
La;PER;
petite;PER;
Jeanne;PER;
pleura;;
un;;
peu;;
";";;
mais;;
;;
quand;;
elle;;
eut;;
considéré;;
la;;
bonne;;
figure;;
de;;
la;PER;
mère;PER;
Nannette;PER;
;;
elle;;
dit;;
qu';;
elle;;
voulait;;
bien;;
rester;;
";";;
Catherine;PER;
partit;;
;;
et;;
Jeanne;PER;
;;
s';;
approchant;;
tout;;
doucement;;
de;;
la;PER;
mère;PER;
Nannette;PER;
;;
lui;;
dit;;
:;;
"
";;
«;;
Voulez;;
-vous;;
m';;
emmener;;
aux;;
champs;;
avec;;
vous;;
?;;
je;;
garderai;;
bien;;
les;;
oisons;;
.;;
"
";;
—;;
Oui;;
;;
ma;;
Jeanne;PER;
;;
je;;
ne;;
demande;;
pas;;
mieux;;
.;;
»;;
"
";;
Après;;
l';;
avoir;;
fait;;
déjeuner;;
avec;;
elle;;
;;
la;PER;
mère;PER;
Nannette;PER;
amena;;
les;;
oisons;;
sous;;
le;;
noyer;;
;;
et;;
Jeanne;PER;
les;;
garda;;
pendant;;
que;;
la;;
vieille;;
femme;;
détachait;;
sa;;
vache;;
et;;
sa;;
chèvre;;
.;;
Cette;;
petite;;
s';;
entendait;;
si;;
bien;;
à;;
conduire;;
les;;
oies;;
et;;
à;;
les;;
empêcher;;
de;;
faire;;
du;;
dommage;;
;;
que;;
la;PER;
mère;PER;
Nannette;PER;
en;;
était;;
tout;;
étonnée;;
.;;
"
";;
Vers;;
les;;
dix;;
heures;;
;;
comme;;
il;;
commençait;;
à;;
faire;;
chaud;;
;;
elles;;
firent;;
rentrer;;
les;;
bêtes;;
;;
qui;;
ne;;
voulaient;;
plus;;
manger;;
dehors;;
;;
parce;;
qu';;
elles;;
étaient;;
tourmentées;;
par;;
les;;
mouches;;
.;;
Jeanne;PER;
voulut;;
ensuite;;
aller;;
à;;
l';;
herbe;;
";";;
elle;;
en;;
ramassa;;
un;;
bon;;
petit;;
paquet;;
qu';;
elle;;
lia;;
dans;;
son;;
tablier;;
;;
et;;
elle;;
le;;
posa;;
sur;;
sa;;
tête;;
en;;
le;;
maintenant;;
avec;;
ses;;
deux;;
petites;;
mains;;
;;
pour;;
le;;
rapporter;;
à;;
la;;
maison;;
.;;
La;PER;
mère;PER;
Nannette;PER;
lui;;
donna;;
des;;
prunes;;
pour;;
son;;
goûter;;
";";;
et;;
;;
quand;;
la;;
chaleur;;
fut;;
tombée;;
;;
elles;;
firent;;
sortir;;
encore;;
les;;
bestiaux;;
;;
et;;
ne;;
les;;
ramenèrent;;
qu';;
à;;
la;;
brune;;
;;
en;;
passant;;
par;;
l';;
abreuvoir;;
.;;
On;;
leur;;
donna;;
pour;;
la;;
nuit;;
une;;
grande;;
partie;;
de;;
l';;
herbe;;
qui;;
avait;;
été;;
ramassée;;
.;;
La;PER;
mère;PER;
Nannette;PER;
fit;;
une;;
bonne;;
soupe;;
aux;;
pommes;;
de;;
terre;;
;;
et;;
Jeanne;PER;
;;
qui;;
n';;
était;;
pas;;
habituée;;
à;;
en;;
avoir;;
de;;
pareille;;
;;
en;;
mangea;;
une;;
grande;;
assiettée;;
";";;
puis;;
elle;;
se;;
coucha;;
.;;
L';;
enfant;;
était;;
bien;;
un;;
peu;;
lasse;;
;;
mais;;
très;;
-0;;
contente;;
d';;
avoir;;
aidé;;
la;PER;
mère;PER;
Nannette;PER;
.;;
"
";;
La;PER;
mère;PER;
Nannette;PER;
mène;;
Jeanne;PER;
à;;
la;;
messe;;
.;;
"
";;
Le;;
lendemain;;
;;
en;;
s';;
éveillant;;
;;
la;;
petite;;
Jeanne;PER;
appela;;
sa;;
mère;;
";";;
puis;;
;;
se;;
souvenant;;
qu';;
elle;;
n';;
était;;
pas;;
là;;
;;
elle;;
se;;
leva;;
;;
s';;
habilla;;
et;;
pria;;
la;PER;
mère;PER;
Nannette;PER;
de;;
la;;
laver;;
et;;
de;;
la;;
peigner;;
;;
comme;;
faisait;;
Catherine;PER;
";";;
ensuite;;
;;
elle;;
se;;
mit;;
à;;
genoux;;
et;;
fit;;
sa;;
prière;;
.;;
"
";;
«;;
Quelles;;
prières;;
sais;;
-0;;
tu;;
?;;
lui;;
demanda;;
la;PER;
mère;PER;
Nannette;PER;
.;;
"
";;
—;;
Je;;
sais;;
Notre;MISC;
Père;MISC;
et;;
Je;MISC;
vous;MISC;
salue;MISC;
;MISC;
Marie;MISC;
.;;
"
";;
—;;
Dis;;
-0;;
les;;
donc;;
tout;;
haut;;
.;;
»;;
"
";;
Jeanne;PER;
les;;
récita;;
sans;;
en;;
manquer;;
un;;
mot;;
.;;
Quand;;
elle;;
eut;;
fini;;
;;
comme;;
elle;;
restait;;
encore;;
à;;
genoux;;
;;
la;PER;
mère;PER;
Nannette;PER;
lui;;
demanda;;
:;;
"
";;
«;;
Que;;
dis;;
-0;;
tu;;
donc;;
encore;;
?;;
"
";;
—;;
Je;;
demande;;
au;;
bon;;
Dieu;;
d';;
avoir;;
pitié;;
de;;
nous;;
et;;
de;;
bénir;;
tous;;
ceux;;
qui;;
nous;;
assistent;;
";";;
je;;
dis;;
votre;;
nom;;
le;;
premier;;
et;;
celui;;
de;;
Mme;PER;
Dumont;PER;
après;;
.;;
Maman;PER;
me;;
l';;
a;;
fait;;
dire;;
comme;;
cela;;
hier;;
.;;
»;;
"
";;
La;;
messe;;
sonna;;
;;
et;;
la;PER;
mère;PER;
Nannette;PER;
prit;;
ses;;
beaux;;
habits;;
.;;
Elle;;
regarda;;
la;PER;
petite;PER;
Jeanne;PER;
;;
et;;
;;
lui;;
voyant;;
un;;
fichu;;
tout;;
déchiré;;
;;
elle;;
lui;;
en;;
mit;;
un;;
des;;
siens;;
";";;
puis;;
elles;;
partirent;;
pour;;
l';;
église;;
;;
emportant;;
chacune;;
sa;;
chaise;;
.;;
"
";;
Pendant;;
toute;;
la;;
messe;;
;;
Jeanne;PER;
tint;;
un;;
chapelet;;
que;;
lui;;
avait;;
prêté;;
la;PER;
mère;PER;
Nannette;PER;
;;
et;;
dit;;
ses;;
prières;;
.;;
Elle;;
ne;;
tourna;;
point;;
la;;
tête;;
pour;;
voir;;
qui;;
entrait;;
ni;;
qui;;
sortait;;
";";;
elle;;
se;;
mettait;;
à;;
genoux;;
en;;
même;;
temps;;
que;;
tout;;
le;;
monde;;
;;
et;;
se;;
relevait;;
comme;;
les;;
autres;;
.;;
"
";;
M.;PER;
le;PER;
curé;PER;
;;
après;;
la;;
messe;;
;;
demanda;;
à;;
la;PER;
mère;PER;
Nannette;PER;
où;;
elle;;
avait;;
pris;;
cette;;
enfant;;
-là;;
.;;
Alors;;
elle;;
lui;;
raconta;;
l';;
histoire;;
de;;
Catherine;PER;
.;;
"
";;
«;;
Mère;PER;
Nannette;PER;
;;
vous;;
êtes;;
une;;
digne;;
femme;;
;;
lui;;
dit;;
-il;;
";";;
la;;
parole;;
de;;
Dieu;;
n';;
est;;
pas;;
perdue;;
pour;;
vous;;
.;;
»;;
"
";;
Retour;;
de;;
Catherine;PER;
.;;
"
";;
Vers;;
midi;;
;;
l';;
on;;
vit;;
venir;;
maître;PER;
Guillaume;PER;
dans;;
une;;
charrette;;
attelée;;
d';;
un;;
bel;;
âne;;
brun;;
.;;
Il;;
s';;
arrêta;;
devant;;
la;;
porte;;
de;;
la;PER;
mère;PER;
Nannette;PER;
;;
et;;
fit;;
descendre;;
Catherine;PER;
;;
qui;;
fut;;
bien;;
contente;;
de;;
revoir;;
sa;;
petite;PER;
Jeanne;PER;
qu';;
elle;;
n';;
avait;;
jamais;;
quittée;;
auparavant;;
.;;
Elle;;
détela;;
l';;
âne;;
";";;
la;PER;
mère;PER;
Nannette;PER;
le;;
prit;;
par;;
le;;
licou;;
pour;;
l';;
attacher;;
dans;;
l';;
étable;;
à;;
côté;;
de;;
sa;;
vache;;
";";;
puis;;
elle;;
remplit;;
le;;
râtelier;;
de;;
bon;;
trèfle;;
;;
et;;
revint;;
aider;;
Guillaume;PER;
à;;
descendre;;
le;;
coffre;;
et;;
le;;
lit;;
de;;
Catherine;PER;
.;;
Ce;;
lit;;
avait;;
des;;
rideaux;;
de;;
toile;;
rayée;;
et;;
une;;
paillasse;;
que;;
Guillaume;PER;
avait;;
remplie;;
de;;
paille;;
fraîche;;
;;
en;;
souvenir;;
de;;
son;;
amitié;;
pour;;
son;;
parent;;
;;
l';;
homme;;
défunt;;
de;;
Catherine;PER;
.;;
Il;;
y;;
avait;;
aussi;;
une;;
petite;;
chaise;;
.;;
On;;
monta;;
le;;
ciel;;
du;;
lit;;
dans;;
un;;
coin;;
de;;
la;;
chambre;;
;;
qui;;
était;;
fort;;
grande;;
";";;
on;;
mit;;
le;;
châlit;;
dessous;;
et;;
le;;
coffre;;
au;;
pied;;
du;;
lit;;
.;;
"
";;
«;;
A;;
présent;;
que;;
tout;;
est;;
en;;
place;;
;;
vous;;
allez;;
goûter;;
avec;;
nous;;
;;
maître;PER;
Guillaume;PER;
;;
dit;;
la;PER;
mère;PER;
Nannette;PER;
.;;
J';;
ai;;
fait;;
une;;
bonne;;
fricassée;;
de;;
pommes;;
de;;
terre;;
nouvelles;;
que;;
j';;
ai;;
accommodées;;
avec;;
mon;;
beurre;;
tout;;
frais;;
";";;
j';;
ai;;
aussi;;
cueilli;;
une;;
salade;;
dans;;
mon;;
jardin;;
;;
et;;
nous;;
l';;
assaisonnerons;;
avec;;
l';;
huile;;
de;;
mon;;
noyer;;
.;;
Mon;;
pain;;
n';;
a;;
que;;
quatre;;
jours;;
;;
et;;
mes;;
pruniers;;
;;
sans;;
les;;
vanter;;
;;
donnent;;
d';;
excellentes;;
prunes;;
.;;
»;;
"
";;
En;;
disant;;
cela;;
;;
elle;;
alla;;
au;;
cellier;;
avec;;
la;PER;
petite;PER;
Jeanne;PER;
;;
et;;
en;;
rapporta;;
du;;
vin;;
bien;;
rouge;;
;;
qui;;
écumait;;
tout;;
autour;;
de;;
la;;
gueule;;
du;;
broc;;
.;;
"
";;
«;;
Voyez;;
-vous;;
;;
maître;PER;
Guillaume;PER;
;;
dit;;
-elle;;
en;;
posant;;
le;;
vase;;
sur;;
la;;
table;;
;;
j';;
ai;;
toujours;;
un;;
quartaut;;
de;;
bon;;
vin;;
en;;
perce;;
.;;
Si;;
quelque;;
voisin;;
reçoit;;
un;;
mauvais;;
coup;;
;;
je;;
lui;;
en;;
porte;;
un;;
peu;;
";";;
quand;;
un;;
malade;;
en;;
convalescence;;
n';;
a;;
pas;;
de;;
vin;;
pour;;
se;;
refaire;;
;;
je;;
lui;;
en;;
donne;;
aussi;;
longtemps;;
qu';;
il;;
en;;
a;;
besoin;;
";";;
et;;
tous;;
les;;
dimanches;;
j';;
en;;
donne;;
aussi;;
une;;
chopine;;
au;;
père;PER;
Bonnet;PER;
;;
le;;
vieux;;
pauvre;;
du;;
bourg;;
:;;
ça;;
le;;
réchauffe;;
;;
le;;
cher;;
homme;;
;;
qui;;
aura;;
quatre-vingts;;
ans;;
à;;
Noël;MISC;
prochain;;
.;;
Pour;;
moi;;
;;
je;;
n';;
en;;
bois;;
guère;;
que;;
lorsque;;
j';;
ai;;
du;;
monde;;
;;
comme;;
aujourd'hui;;
.;;
»;;
"
";;
L';;
on;;
se;;
mit;;
à;;
table;;
et;;
l';;
on;;
mangea;;
les;;
pommes;;
de;;
terre;;
;;
qui;;
étaient;;
excellentes;;
.;;
Maître;PER;
Guillaume;PER;
;;
remplissant;;
son;;
verre;;
jusqu';;
aux;;
bords;;
;;
se;;
leva;;
;;
ôta;;
son;;
chapeau;;
et;;
dit;;
:;;
"
";;
«;;
Je;;
bois;;
à;;
la;;
santé;;
de;;
la;PER;
mère;PER;
Nannette;PER;
;;
qui;;
a;;
compassion;;
du;;
pauvre;;
monde;;
!;;
»;;
"
";;
Quand;;
on;;
eut;;
fini;;
;;
la;PER;
mère;PER;
Nannette;PER;
tira;;
un;;
bon;;
seau;;
d';;
eau;;
fraîche;;
pour;;
faire;;
boire;;
l';;
âne;;
de;;
maître;PER;
Guillaume;PER;
.;;
Il;;
l';;
attela;;
et;;
s';;
en;;
retourna;;
chez;;
lui;;
.;;
"
";;
Catherine;PER;
va;;
à;;
la;;
porte;;
de;;
M.;PER;
le;PER;
curé;PER;
.;;
"
";;
Après;;
le;;
départ;;
de;;
maître;PER;
Guillaume;PER;
;;
Catherine;PER;
prit;;
sa;;
fille;;
par;;
la;;
main;;
et;;
lui;;
donna;;
son;;
bissac;;
";";;
elles;;
firent;;
une;;
tournée;;
dans;;
le;;
bourg;;
et;;
dans;;
les;;
métairies;;
des;;
environs;;
.;;
En;;
passant;;
;;
elles;;
s';;
arrêtèrent;;
devant;;
la;;
porte;;
de;;
M.;PER;
le;PER;
curé;PER;
;;
qui;;
les;;
fit;;
entrer;;
.;;
"
";;
«;;
Ma;;
bonne;;
femme;;
;;
dit;;
-il;;
à;;
Catherine;PER;
;;
pourquoi;;
ne;;
placez;;
-vous;;
pas;;
cette;;
enfant;;
chez;;
quelque;;
cultivateur;;
qui;;
l';;
enverrait;;
aux;;
champs;;
garder;;
les;;
bestiaux;;
?;;
Elle;;
y;;
serait;;
plus;;
heureuse;;
qu';;
elle;;
ne;;
peut;;
l';;
être;;
avec;;
vous;;
;;
et;;
elle;;
ne;;
s';;
accoutumerait;;
pas;;
à;;
mendier;;
.;;
Prenez;;
garde;;
!;;
vous;;
en;;
ferez;;
une;;
fainéante;;
.;;
"
";;
—;;
Monsieur;PER;
le;PER;
curé;PER;
;;
il;;
y;;
a;;
longtemps;;
que;;
j';;
y;;
ai;;
pensé;;
;;
et;;
je;;
vous;;
assure;;
que;;
c';;
est;;
un;;
grand;;
chagrin;;
pour;;
moi;;
que;;
de;;
la;;
voir;;
aller;;
aux;;
portes;;
:;;
il;;
y;;
a;;
même;;
des;;
jours;;
où;;
elle;;
ne;;
peut;;
s';;
y;;
décider;;
";";;
mais;;
je;;
suis;;
si;;
faible;;
;;
si;;
malade;;
;;
que;;
je;;
ne;;
pourrai;;
sortir;;
de;;
tout;;
l';;
hiver;;
.;;
"
";;
—;;
Pourquoi;;
donc;;
cela;;
?;;
"
";;
—;;
C';;
est;;
que;;
les;;
médecins;;
l';;
ont;;
défendu;;
;;
parce;;
qu';;
ils;;
disent;;
que;;
j';;
ai;;
les;;
poumons;;
attaqués;;
.;;
Je;;
tousse;;
beaucoup;;
et;;
je;;
suis;;
incapable;;
de;;
travailler;;
";";;
si;;
Jeanne;PER;
ne;;
va;;
pas;;
demander;;
du;;
pain;;
pour;;
moi;;
;;
il;;
faudra;;
donc;;
mourir;;
de;;
faim;;
!;;
Mais;;
soyez;;
tranquille;;
;;
monsieur;PER;
le;PER;
curé;PER;
;;
je;;
placerai;;
ma;;
petite;PER;
Jeanne;PER;
chez;;
d';;
honnêtes;;
gens;;
aussitôt;;
que;;
je;;
le;;
pourrai;;
";";;
ça;;
me;;
peine;;
bien;;
trop;;
de;;
mendier;;
à;;
mon;;
âge;;
;;
pour;;
vouloir;;
que;;
ma;;
fille;;
en;;
fasse;;
autant;;
.;;
"
";;
—;;
Vous;;
avez;;
raison;;
;;
ma;;
brave;;
femme;;
.;;
Nous;;
verrons;;
dans;;
quelque;;
temps;;
ce;;
qu';;
on;;
pourra;;
faire;;
pour;;
vous;;
:;;
en;;
attendant;;
;;
vous;;
viendrez;;
tous;;
les;;
dimanches;;
ici;;
chercher;;
vingt-cinq;;
centimes;;
.;;
"
";;
—;;
Grand;;
merci;;
;;
monsieur;PER;
le;PER;
curé;PER;
:;;
ces;;
vingt-cinq;;
centimes;;
-là;;
;;
avec;;
les;;
cinquante;;
que;;
me;;
donne;;
Mme;PER;
Dumont;PER;
;;
serviront;;
à;;
nous;;
acheter;;
quelque;;
chose;;
pour;;
nous;;
habiller;;
";";;
car;;
j';;
ai;;
honte;;
de;;
nos;;
guenilles;;
.;;
»;;
"
";;
La;PER;
mère;PER;
Nannette;PER;
fait;;
la;;
lessive;;
.;;
"
";;
Deux;;
jours;;
après;;
;;
la;PER;
mère;PER;
Nannette;PER;
dit;;
qu';;
elle;;
allait;;
faire;;
la;;
lessive;;
.;;
"
";;
Catherine;PER;
lui;;
proposa;;
de;;
l';;
entasser;;
pendant;;
qu';;
elle;;
mènerait;;
ses;;
bêtes;;
aux;;
champs;;
.;;
La;PER;
petite;PER;
Jeanne;PER;
alla;;
toute;;
seule;;
aux;;
portes;;
:;;
elle;;
eut;;
bien;;
de;;
la;;
peine;;
à;;
s';;
y;;
décider;;
";";;
mais;;
quand;;
sa;;
mère;;
lui;;
eut;;
fait;;
comprendre;;
que;;
;;
si;;
elle;;
ne;;
l';;
accompagnait;;
pas;;
;;
c';;
était;;
pour;;
rendre;;
service;;
à;;
la;PER;
mère;PER;
Nannette;PER;
;;
la;;
petite;;
partit;;
sans;;
rien;;
dire;;
.;;
Elle;;
rentra;;
le;;
soir;;
bien;;
joyeuse;;
;;
parce;;
qu';;
elle;;
rapportait;;
beaucoup;;
de;;
pain;;
et;;
une;;
paire;;
de;;
sabots;;
presque;;
neufs;;
qu';;
une;;
femme;;
lui;;
avait;;
donnée;;
";";;
elle;;
les;;
avait;;
mis;;
tout;;
de;;
suite;;
à;;
ses;;
pieds;;
;;
car;;
les;;
siens;;
étaient;;
tout;;
percés;;
.;;
"
";;
En;;
passant;;
auprès;;
de;;
l';;
abreuvoir;;
;;
elle;;
s';;
était;;
arrêtée;;
pour;;
regarder;;
un;;
homme;;
qui;;
lavait;;
des;;
radis;;
et;;
en;;
faisait;;
de;;
petits;;
paquets;;
.;;
Il;;
lui;;
avait;;
dit;;
:;;
"
";;
«;;
En;;
veux;;
-0;;
tu;;
;;
petite;;
;;
que;;
tu;;
les;;
regardes;;
si;;
bien;;
?;;
»;;
"
";;
Jeanne;PER;
baissa;;
la;;
tête;;
et;;
ne;;
dit;;
rien;;
;;
car;;
elle;;
n';;
était;;
pas;;
hardie;;
.;;
"
";;
«;;
Allons;;
;;
lui;;
dit;;
l';;
homme;;
;;
tends;;
ton;;
tablier;;
.;;
»;;
"
";;
Et;;
il;;
lui;;
en;;
jeta;;
une;;
bonne;;
poignée;;
.;;
La;PER;
petite;PER;
Jeanne;PER;
le;;
remercia;;
et;;
fut;;
bien;;
contente;;
.;;
La;PER;
mère;PER;
Nannette;PER;
lui;;
donna;;
du;;
sel;;
pour;;
manger;;
ses;;
radis;;
;;
et;;
elle;;
fit;;
un;;
bon;;
souper;;
;;
ainsi;;
que;;
sa;;
mère;;
.;;
"
";;
Catherine;PER;
dit;;
à;;
la;PER;
mère;PER;
Nannette;PER;
:;;
"
";;
«;;
Je;;
chaufferai;;
votre;;
lessive;;
demain;;
et;;
je;;
vous;;
aiderai;;
à;;
la;;
laver;;
après-demain;;
.;;
On;;
a;;
beaucoup;;
donné;;
à;;
Jeanne;PER;
:;;
elle;;
ira;;
à;;
l';;
herbe;;
et;;
conduira;;
les;;
oisons;;
aux;;
champs;LOC;loc.phys.geo
";";;
cela;;
vous;;
fera;;
gagner;;
du;;
temps;;
;;
et;;
vous;;
pourrez;;
travailler;;
un;;
peu;;
.;;
»;;
"
";;
La;PER;
petite;PER;
Jeanne;PER;
va;;
chez;;
Mme;PER;
Dumont;PER;
.;;
"
";;
Le;;
vendredi;;
;;
Jeanne;PER;
;;
en;;
s';;
éveillant;;
;;
dit;;
à;;
sa;;
mère;;
:;;
"
";;
«;;
C';;
est;;
aujourd'hui;;
que;;
nous;;
devons;;
aller;;
chez;;
la;;
dame;;
chercher;;
les;;
cinquante;;
centimes;;
";";;
nous;;
irons;;
;;
n';;
est;;
-ce;;
pas;;
;;
maman;;
?;;
"
";;
—;;
Ma;;
fille;;
;;
tu;;
iras;;
toute;;
seule;;
;;
car;;
il;;
faut;;
que;;
j';;
aide;;
la;PER;
mère;PER;
Nannette;PER;
à;;
laver;;
son;;
linge;;
.;;
Tu;;
vas;;
même;;
y;;
aller;;
ce;;
matin;;
;;
afin;;
de;;
mener;;
les;;
oisons;;
et;;
la;;
chèvre;;
aux;;
champs;LOC;loc.phys.geo
quand;;
tu;;
seras;;
revenue;;
.;;
"
";;
—;;
Maman;PER;
;;
jamais;;
je;;
n';;
oserai;;
entrer;;
toute;;
seule;;
dans;;
cette;;
belle;;
maison;;
.;;
"
";;
—;;
Pourquoi;;
donc;;
;;
ma;;
Jeanne;PER;
?;;
Cette;;
dame;;
est;;
si;;
bonne;;
;;
que;;
tu;;
ne;;
dois;;
pas;;
craindre;;
de;;
lui;;
parler;;
.;;
Je;;
vais;;
t';;
habiller;;
le;;
plus;;
proprement;;
que;;
je;;
le;;
pourrai;;
.;;
Trouveras;;
-0;;
tu;;
bien;;
la;;
maison;;
?;;
"
";;
—;;
Oh;;
!;;
oui;;
:;;
je;;
suivrai;;
le;;
ruisseau;LOC;loc.phys.hydro
jusqu';;
au;;
moulin;LOC;loc.fac
;;
et;;
j';;
y;;
arriverai;;
tout;;
droit;;
.;;
»;;
"
";;
En;;
partant;;
;;
Jeanne;PER;
prit;;
un;;
bâton;;
pour;;
se;;
défendre;;
contre;;
les;;
chiens;;
qu';;
elle;;
pourrait;;
rencontrer;;
.;;
Elle;;
arriva;;
devant;;
la;;
grille;;
du;;
jardin;;
;;
et;;
vit;;
sous;;
un;;
berceau;;
de;;
chèvrefeuille;;
M.;PER;
et;PER;
Mme;PER;
Dumont;PER;
qui;;
déjeunaient;;
avec;;
leurs;;
